"subplot_id","nested_subplot","species","basal_diameter_cm","height_budscar_cm","height_total_cm","date"
"B01E",2,"ACRU","0-1",9.9,10.7,"2020-07-31"
"B01E",2,"ACRU","0-1",5.5,16,"2020-07-31"
"B01E",2,"ACRU","0-1",12.1,13.1,"2020-07-31"
"B01E",2,"ACRU","0-1",16,17,"2020-07-31"
"B01E",2,"ACRU","0-1",2.6,5.4,"2020-07-31"
"B01E",2,"ACRU","0-1",5.8,6.6,"2020-07-31"
"B01E",2,"AMEL","0-1",50.4,50.5,"2020-07-31"
"B01E",2,"AMEL","0-1",19,25.6,"2020-07-31"
"B01E",2,"AMEL","0-1",29.4,30.4,"2020-07-31"
"B01E",2,"AMEL","0-1",30.5,30.3,"2020-07-31"
"B01E",2,"AMEL","0-1",22,22.6,"2020-07-31"
"B01E",2,"AMEL","0-1",14.7,16.8,"2020-07-31"
"B01E",2,"ACRU","0-1",4.5,5.2,"2020-07-31"
"B01E",2,"ACRU","0-1",6.6,7.5,"2020-07-31"
"B01E",4,"ACRU","0-1",4.5,5,"2020-07-31"
"B01E",4,"ACRU","0-1",2,5.5,"2020-07-31"
"B01E",4,"ACRU","0-1",9.1,9.9,"2020-07-31"
"B01E",4,"ACRU","0-1",9,11.1,"2020-07-31"
"B01E",4,"ACRU","0-1",0,4,"2020-07-31"
"B01E",4,"QURU","0-1",14.5,15.5,"2020-07-31"
"B01E",4,"ACRU","0-1",19,19.8,"2020-07-31"
"B01E",4,"ACRU","0-1",6.1,7.2,"2020-07-31"
"B01E",4,"ACRU","0-1",17.1,17.7,"2020-07-31"
"B01E",4,"ACRU","0-1",0,3.8,"2020-07-31"
"B01E",4,"ACRU","0-1",12.3,15.4,"2020-07-31"
"B01E",4,"ACRU","0-1",4,4.9,"2020-07-31"
"B01E",4,"ACRU","0-1",6.6,7,"2020-07-31"
"B01E",4,"ACRU","0-1",5.5,6,"2020-07-31"
"B01E",4,"ACRU","0-1",4.1,5.1,"2020-07-31"
"B01E",4,"ACRU","0-1",6.1,6.8,"2020-07-31"
"B01E",4,"ACRU","0-1",6.9,9.1,"2020-07-31"
"B01E",4,"ACRU","0-1",7.3,7.4,"2020-07-31"
"B01E",4,"ACRU","0-1",9.4,9.8,"2020-07-31"
"B01E",4,"ACRU","0-1",4.5,5.1,"2020-07-31"
"B01E",4,"ACRU","0-1",6.5,7.9,"2020-07-31"
"B01E",4,"ACRU","0-1",5,5.1,"2020-07-31"
"B01E",4,"ACRU","0-1",6.6,8.8,"2020-07-31"
"B01E",4,"ACRU","0-1",38,38.8,"2020-07-31"
"B01E",4,"QURU","0-1",10.2,11.4,"2020-07-31"
"B01E",4,"ACRU","0-1",8.1,9.6,"2020-07-31"
"B01E",4,"ACRU","0-1",4.5,5.3,"2020-07-31"
"B01E",4,"ACRU","0-1",6.3,6.8,"2020-07-31"
"B01E",4,"AMEL","0-1",0,26,"2020-07-31"
"B01E",4,"AMEL","0-1",92.9,95.8,"2020-07-31"
"B01E",4,"AMEL","0-1",60.5,64.6,"2020-07-31"
"B01E",4,"ACRU","0-1",14.9,15.2,"2020-07-31"
"B01E",4,"ACRU","0-1",7.5,8.3,"2020-07-31"
"B01E",4,"ACRU","0-1",10,11.8,"2020-07-31"
"B01E",4,"ACRU","0-1",0,5.3,"2020-07-31"
"B01E",4,"ACRU","0-1",3.5,4.9,"2020-07-31"
"B01E",4,"ACRU","0-1",9,10.5,"2020-07-31"
"B01E",4,"AMEL","0-1",47.2,88.3,"2020-07-31"
"B01E",6,"ACRU","0-1",5,5.8,"2020-07-31"
"B01E",6,"ACRU","0-1",0,3.5,"2020-07-31"
"B01E",6,"ACRU","0-1",3.7,4.5,"2020-07-31"
"B01E",6,"ACRU","0-1",7.1,8,"2020-07-31"
"B01E",6,"ACRU","0-1",6.1,6.5,"2020-07-31"
"B01E",6,"AMEL","0-1",9.5,11.4,"2020-07-31"
"B01E",6,"VBAC","0-1",15,16.9,"2020-07-31"
"B01E",6,"VBAC","0-1",7,8.5,"2020-07-31"
"B01E",6,"VBAC","0-1",7.5,8.6,"2020-07-31"
"B01E",6,"ACRU","0-1",0,4.4,"2020-07-31"
"B01E",6,"ACRU","0-1",8.1,8.7,"2020-07-31"
"B01E",6,"ACRU","0-1",5.7,6.1,"2020-07-31"
"B01E",6,"ACRU","0-1",4,4.6,"2020-07-31"
"B01E",8,"ACRU","0-1",13,14.9,"2020-07-31"
"B01E",8,"ACRU","0-1",9,10.1,"2020-07-31"
"B01E",8,"ACRU","0-1",14.3,15.7,"2020-07-31"
"B01E",8,"ACRU","0-1",16.6,17.2,"2020-07-31"
"B01E",8,"ACRU","0-1",13,13.8,"2020-07-31"
"B01E",8,"ACRU","0-1",8.5,9.9,"2020-07-31"
"B01E",8,"QURU","0-1",15.6,16.3,"2020-07-31"
"B01E",8,"ACRU","0-1",15.1,15.9,"2020-07-31"
"B01E",8,"ACRU","0-1",10.4,10.8,"2020-07-31"
"B01E",8,"ACRU","0-1",13.1,13.2,"2020-07-31"
"B01E",8,"ACRU","0-1",13.9,14.1,"2020-07-31"
"B01E",8,"ACRU","0-1",9.9,10.3,"2020-07-31"
"B01E",8,"ACRU","0-1",3,3,"2020-07-31"
"B01E",8,"ACRU","0-1",8.2,8.8,"2020-07-31"
"B01E",8,"ACRU","0-1",7.6,7.8,"2020-07-31"
"B01E",8,"ACRU","0-1",10.1,10.5,"2020-07-31"
"B01E",8,"ACRU","0-1",10.6,11.1,"2020-07-31"
"B01E",8,"ACRU","0-1",5,5.5,"2020-07-31"
"B01E",8,"ACRU","0-1",5,5.1,"2020-07-31"
"B01E",8,"ACRU","0-1",6.6,7.4,"2020-07-31"
"B01E",8,"QURU","0-1",3,10.6,"2020-07-31"
"B01E",8,"ACRU","0-1",14.5,14.8,"2020-07-31"
"B01E",8,"ACRU","0-1",6.5,6.7,"2020-07-31"
"B01E",8,"ACRU","0-1",5.5,5.8,"2020-07-31"
"B01E",8,"ACRU","0-1",10.5,10.8,"2020-07-31"
"B01E",8,"FAGR","3-Feb",211.6,246.7,"2020-07-31"
"B01W",2,"ACRU","0-1",4.5,5.1,"2020-07-31"
"B01W",2,"ACRU","0-1",3.9,4.8,"2020-07-31"
"B01W",2,"ACRU","0-1",3.6,4.7,"2020-07-31"
"B01W",2,"ACRU","0-1",5,5.6,"2020-07-31"
"B01W",2,"ACRU","0-1",2.5,2.8,"2020-07-31"
"B01W",2,"ACRU","0-1",5.9,6.1,"2020-07-31"
"B01W",2,"ACRU","0-1",7.3,7.5,"2020-07-31"
"B01W",2,"ACRU","0-1",4.5,5,"2020-07-31"
"B01W",2,"ACRU","0-1",4,4.3,"2020-07-31"
"B01W",2,"ACRU","0-1",6,6.2,"2020-07-31"
"B01W",2,"FAGR","0-1",64,65.8,"2020-07-31"
"B01W",2,"ACRU","0-1",9,9.7,"2020-07-31"
"B01W",2,"ACRU","0-1",11.3,11.6,"2020-07-31"
"B01W",2,"ACRU","0-1",4.3,4.8,"2020-07-31"
"B01W",2,"ACRU","0-1",4.3,4.9,"2020-07-31"
"B01W",2,"ACRU","0-1",5.5,6.6,"2020-07-31"
"B01W",2,"ACRU","0-1",3.5,3.9,"2020-07-31"
"B01W",2,"ACRU","0-1",2.5,3.4,"2020-07-31"
"B01W",2,"ACRU","0-1",3.4,4.2,"2020-07-31"
"B01W",2,"ACRU","0-1",7,7.7,"2020-07-31"
"B01W",2,"ACRU","0-1",5.6,6.4,"2020-07-31"
"B01W",2,"ACRU","0-1",10.7,11.1,"2020-07-31"
"B01W",2,"ACRU","0-1",6.7,7.1,"2020-07-31"
"B01W",2,"ACRU","0-1",8.3,8.5,"2020-07-31"
"B01W",2,"ACRU","0-1",4.5,4.7,"2020-07-31"
"B01W",2,"ACRU","0-1",13,13.9,"2020-07-31"
"B01W",2,"FAGR","0-1",27.1,27.9,"2020-07-31"
"B01W",2,"ACPE","2-Jan",152,160.7,"2020-07-31"
"B01W",4,"ACRU","0-1",9.3,9.6,"2020-07-31"
"B01W",4,"ACRU","0-1",10.5,11.3,"2020-07-31"
"B01W",4,"ACRU","0-1",8.5,9.1,"2020-07-31"
"B01W",4,"AMEL","0-1",12.5,13.7,"2020-07-31"
"B01W",4,"ACRU","0-1",7.3,7.7,"2020-07-31"
"B01W",4,"ACRU","0-1",12.7,13.2,"2020-07-31"
"B01W",4,"ACPE","0-1",79.8,90.1,"2020-07-31"
"B01W",4,"FAGR","2-Jan",134.9,138.4,"2020-07-31"
"B01W",4,"ACRU","0-1",10.3,11.1,"2020-07-31"
"B01W",4,"FAGR","2-Jan",80.8,90.1,"2020-07-31"
"B01W",6,"AMEL","0-1",21,21.2,"2020-07-31"
"B01W",6,"AMEL","0-1",13,13.8,"2020-07-31"
"B01W",6,"AMEL","0-1",34.1,34.6,"2020-07-31"
"B01W",6,"ACPE","0-1",16.3,17.6,"2020-07-31"
"B01W",6,"ACRU","0-1",6.1,6.3,"2020-07-31"
"B01W",6,"ACRU","0-1",0,3.8,"2020-07-31"
"B01W",6,"ACPE","0-1",21,22.8,"2020-07-31"
"B01W",6,"ACPE","0-1",38.4,38.9,"2020-07-31"
"B01W",6,"FAGR","2-Jan",342.5,343.2,"2020-07-31"
"B01W",6,"ACPE","0-1",133.5,134.4,"2020-07-31"
"B01W",6,"FAGR","2-Jan",149.5,152.9,"2020-07-31"
"B01W",8,"ACRU","0-1",6.3,6.5,"2020-07-31"
"B01W",8,"ACRU","0-1",3.5,3.9,"2020-07-31"
"B01W",8,"ACRU","0-1",3.1,3.8,"2020-07-31"
"B01W",8,"ACRU","0-1",0,3.5,"2020-07-31"
"B01W",8,"ACRU","0-1",0,1.5,"2020-07-31"
"B01W",8,"ACRU","0-1",2,2.8,"2020-07-31"
"B01W",8,"FAGR","0-1",36.1,39.4,"2020-07-31"
"B01W",8,"ACPE","2-Jan",121.4,122.1,"2020-07-31"
"B01W",8,"FAGR","0-1",19.5,20.7,"2020-07-31"
"B02E",2,"VBAC","0-1",10.1,13.4,"2020-07-31"
"B02E",2,"VBAC","0-1",13.9,15.3,"2020-07-31"
"B02E",2,"VBAC","0-1",14,15.4,"2020-07-31"
"B02E",2,"VBAC","0-1",22.5,23.2,"2020-07-31"
"B02E",2,"ACRU","0-1",9.9,10.4,"2020-07-31"
"B02E",2,"ACRU","0-1",6,6.6,"2020-07-31"
"B02E",2,"ACRU","0-1",6.6,7,"2020-07-31"
"B02E",2,"VBAC","0-1",9.5,11.5,"2020-07-31"
"B02E",2,"VBAC","0-1",15.2,16.4,"2020-07-31"
"B02E",2,"ACRU","0-1",8,8.4,"2020-07-31"
"B02E",2,"AMEL","0-1",17.5,22.4,"2020-07-31"
"B02E",2,"VBAC","0-1",8,8.9,"2020-07-31"
"B02E",2,"FAGR","0-1",30.5,33.8,"2020-07-31"
"B02E",2,"VBAC","0-1",10.7,14.2,"2020-07-31"
"B02E",2,"ACRU","0-1",5.3,6.1,"2020-07-31"
"B02E",2,"VBAC","0-1",8.9,10.2,"2020-07-31"
"B02E",2,"ACRU","0-1",6.7,7.4,"2020-07-31"
"B02E",2,"ACRU","0-1",3.6,4.9,"2020-07-31"
"B02E",2,"VBAC","0-1",12,14.4,"2020-07-31"
"B02E",2,"ACRU","0-1",14.5,16.9,"2020-07-31"
"B02E",2,"FAGR","0-1",30.5,51.4,"2020-07-31"
"B02E",2,"FAGR","0-1",34,66,"2020-07-31"
"B02E",2,"ACRU","0-1",6.9,8.1,"2020-07-31"
"B02E",2,"ACRU","0-1",8,9,"2020-07-31"
"B02E",2,"AMEL","0-1",17.4,22.3,"2020-07-31"
"B02E",4,"ACRU","0-1",0,4.4,"2020-07-31"
"B02E",4,"VBAC","0-1",13.7,16,"2020-07-31"
"B02E",4,"ACRU","0-1",4,4.9,"2020-07-31"
"B02E",4,"ACRU","0-1",7.1,7.5,"2020-07-31"
"B02E",4,"ACRU","0-1",4.9,5.4,"2020-07-31"
"B02E",4,"ACRU","0-1",5.7,5.9,"2020-07-31"
"B02E",4,"ACRU","0-1",3.8,4,"2020-07-31"
"B02E",4,"ACRU","0-1",4.6,5.1,"2020-07-31"
"B02E",4,"ACRU","0-1",3.5,4.3,"2020-07-31"
"B02E",4,"ACRU","0-1",3.6,5,"2020-07-31"
"B02E",4,"ACRU","0-1",4,5.1,"2020-07-31"
"B02E",4,"ACRU","0-1",2.3,4.1,"2020-07-31"
"B02E",4,"ACRU","0-1",4.9,5.3,"2020-07-31"
"B02E",4,"VBAC","0-1",6,8,"2020-07-31"
"B02E",4,"ACRU","0-1",10.1,10.5,"2020-07-31"
"B02E",4,"ACRU","0-1",5.9,6.4,"2020-07-31"
"B02E",4,"VBAC","0-1",5,5.3,"2020-07-31"
"B02E",4,"ACRU","0-1",6,6.4,"2020-07-31"
"B02E",4,"ACRU","0-1",4.1,4.6,"2020-07-31"
"B02E",4,"VBAC","0-1",0,8.3,"2020-07-31"
"B02E",4,"VBAC","0-1",2.7,5.4,"2020-07-31"
"B02E",4,"VBAC","0-1",15.4,16.9,"2020-07-31"
"B02E",4,"ACRU","0-1",0,5.3,"2020-07-31"
"B02E",4,"ACRU","0-1",0,5.5,"2020-07-31"
"B02E",4,"ACRU","0-1",9.1,9.7,"2020-07-31"
"B02E",6,"ACRU","0-1",7.5,8.7,"2020-07-31"
"B02E",6,"ACRU","0-1",7.6,8.9,"2020-07-31"
"B02E",6,"ACRU","0-1",0,3.5,"2020-07-31"
"B02E",6,"ACRU","0-1",2.9,3.6,"2020-07-31"
"B02E",6,"ACRU","0-1",7,7.6,"2020-07-31"
"B02E",6,"ACRU","0-1",9.1,9.7,"2020-07-31"
"B02E",6,"ACRU","0-1",4,5.3,"2020-07-31"
"B02E",6,"ACRU","0-1",7.6,7.8,"2020-07-31"
"B02E",6,"ACRU","0-1",2.6,3.2,"2020-07-31"
"B02E",6,"ACRU","0-1",4.5,5.4,"2020-07-31"
"B02E",6,"ACRU","0-1",9.3,10.4,"2020-07-31"
"B02E",6,"ACRU","0-1",7,7.6,"2020-07-31"
"B02E",6,"ACRU","0-1",5.5,6,"2020-07-31"
"B02E",6,"ACRU","0-1",7,7.3,"2020-07-31"
"B02E",6,"ACRU","0-1",6,6.9,"2020-07-31"
"B02E",6,"ACRU","0-1",0,3.9,"2020-07-31"
"B02E",6,"ACRU","0-1",5,6.1,"2020-07-31"
"B02E",6,"ACRU","0-1",5.2,5.7,"2020-07-31"
"B02E",6,"ACRU","0-1",6.1,7.3,"2020-07-31"
"B02E",6,"ACRU","0-1",4.5,4.9,"2020-07-31"
"B02E",6,"FAGR","0-1",18.7,32.1,"2020-07-31"
"B02E",6,"FAGR","0-1",46.1,65.5,"2020-07-31"
"B02E",8,"ACRU","0-1",8.3,8.9,"2020-07-31"
"B02E",8,"ACRU","0-1",0,4.3,"2020-07-31"
"B02E",8,"ACRU","0-1",2.8,3.6,"2020-07-31"
"B02E",8,"ACPE","0-1",15.1,23.7,"2020-07-31"
"B02E",8,"ACPE","0-1",35.1,40.8,"2020-07-31"
"B02E",8,"ACPE","0-1",38.2,41.4,"2020-07-31"
"B02E",8,"ACPE","0-1",36,43.9,"2020-07-31"
"B02W",2,"ACRU","0-1",10.5,11.1,"2020-07-31"
"B02W",2,"ACRU","0-1",10.2,11.3,"2020-07-31"
"B02W",2,"ACRU","0-1",2.5,5.1,"2020-07-31"
"B02W",2,"ACRU","0-1",5.5,6,"2020-07-31"
"B02W",2,"ACRU","0-1",6.3,6.5,"2020-07-31"
"B02W",2,"ACRU","0-1",5,9.9,"2020-07-31"
"B02W",2,"ACRU","0-1",13.3,16.1,"2020-07-31"
"B02W",4,"ACRU","0-1",15.4,16.9,"2020-07-31"
"B02W",4,"ACRU","0-1",9.6,10.2,"2020-07-31"
"B02W",4,"ACRU","0-1",16.8,17,"2020-07-31"
"B02W",4,"ACRU","0-1",21.7,22.7,"2020-07-31"
"B02W",4,"FAGR","0-1",24.9,28.2,"2020-07-31"
"B02W",4,"ACRU","0-1",17,17.7,"2020-07-31"
"B02W",4,"ACRU","0-1",13.5,14.9,"2020-07-31"
"B02W",4,"ACRU","0-1",11.7,12,"2020-07-31"
"B02W",4,"ACRU","0-1",0,3.6,"2020-07-31"
"B02W",4,"ACRU","0-1",21.3,21.6,"2020-07-31"
"B02W",4,"ACPE","0-1",22.2,24.9,"2020-07-31"
"B02W",4,"ACRU","0-1",16.9,17.3,"2020-07-31"
"B02W",4,"ACRU","0-1",14,14.9,"2020-07-31"
"B02W",4,"ACRU","0-1",0,3.7,"2020-07-31"
"B02W",4,"ACRU","0-1",0,5.3,"2020-07-31"
"B02W",4,"ACPE","2-Jan",120.2,172.4,"2020-07-31"
"B02W",4,"ACPE","2-Jan",107.1,119.8,"2020-07-31"
"B02W",6,"ACRU","0-1",9,9.6,"2020-07-31"
"B02W",6,"ACRU","0-1",7.3,7.5,"2020-07-31"
"B02W",6,"ACRU","0-1",8.9,9.1,"2020-07-31"
"B02W",6,"ACRU","0-1",5.7,7.5,"2020-07-31"
"B02W",6,"ACRU","0-1",0,4.3,"2020-07-31"
"B02W",6,"ACRU","0-1",5.4,6,"2020-07-31"
"B02W",6,"FAGR","2-Jan",86.1,103.5,"2020-07-31"
"B02W",6,"ACRU","0-1",11.5,13.1,"2020-07-31"
"B02W",6,"ACRU","0-1",5,5.2,"2020-07-31"
"B02W",6,"ACRU","0-1",8.3,8.6,"2020-07-31"
"B02W",6,"ACRU","0-1",4.5,4.7,"2020-07-31"
"B02W",6,"ACRU","0-1",6.9,7.5,"2020-07-31"
"A03E",6,"ACRU","0-1",7,7.3,"2020-08-04"
"A03E",6,"ACRU","0-1",7.4,9,"2020-08-04"
"A03E",6,"ACPE","0-1",10,11.2,"2020-08-04"
"A03E",6,"ACPE","0-1",10.6,11.4,"2020-08-04"
"A03E",6,"ACRU","0-1",6.5,7.6,"2020-08-04"
"A03E",6,"ACPE","0-1",5.6,8.2,"2020-08-04"
"A03E",6,"ACRU","0-1",3.5,4.6,"2020-08-04"
"A03E",6,"ACPE","0-1",4.6,6,"2020-08-04"
"A03E",6,"ACPE","0-1",18.5,19.7,"2020-08-04"
"A03E",6,"ACPE","0-1",60.2,66.3,"2020-08-04"
"A03E",6,"FAGR","0-1",26.1,27.7,"2020-08-04"
"A03E",6,"ACPE","0-1",2.7,6.3,"2020-08-04"
"A03E",6,"ACRU","0-1",0,5,"2020-08-04"
"A03E",6,"ACPE","0-1",0,5.9,"2020-08-04"
"A03E",6,"ACRU","0-1",5.4,6.4,"2020-08-04"
"A03E",6,"ACRU","0-1",13.5,14.1,"2020-08-04"
"A03E",6,"ACRU","0-1",0,3.6,"2020-08-04"
"A03E",6,"ACRU","0-1",10.6,11.2,"2020-08-04"
"A03E",6,"ACRU","0-1",6.7,7,"2020-08-04"
"A03E",6,"ACRU","0-1",7.9,8.4,"2020-08-04"
"A03E",6,"ACRU","0-1",6.2,7.1,"2020-08-04"
"A03E",6,"ACRU","0-1",5.6,6.4,"2020-08-04"
"A03E",6,"ACRU","0-1",6.3,6.4,"2020-08-04"
"A03E",6,"ACSA","0-1",9.8,10.2,"2020-08-04"
"A03E",6,"ACPE","0-1",9,9.5,"2020-08-04"
"A03E",6,"ACPE","0-1",0,7.4,"2020-08-04"
"A03E",6,"ACPE","0-1",12,13.2,"2020-08-04"
"A03E",6,"ACPE","0-1",0,6.1,"2020-08-04"
"A03E",6,"ACRU","0-1",8.5,9.6,"2020-08-04"
"A03E",6,"ACRU","0-1",7.6,8.1,"2020-08-04"
"A03E",6,"ACRU","0-1",5.1,5.8,"2020-08-04"
"A03E",6,"AMEL","0-1",27.3,27.9,"2020-08-04"
"A03E",6,"ACPE","0-1",14.1,14.7,"2020-08-04"
"A03E",6,"ACRU","0-1",6.5,6.9,"2020-08-04"
"A03E",6,"ACRU","0-1",6.6,7.5,"2020-08-04"
"A03E",6,"FAGR","0-1",19.5,30,"2020-08-04"
"A03E",6,"ACRU","0-1",12,12.3,"2020-08-04"
"A03E",6,"AMEL","0-1",7.3,10.6,"2020-08-04"
"A03E",6,"AMEL","0-1",23,23.1,"2020-08-04"
"A03E",8,"ACRU","0-1",7.9,8.1,"2020-08-04"
"A03E",8,"ACSA","0-1",12.1,12.6,"2020-08-04"
"A03E",8,"ACSA","0-1",13,13.4,"2020-08-04"
"A03E",8,"ACSA","0-1",12.1,12.4,"2020-08-04"
"A03E",8,"ACSA","0-1",11.1,11.3,"2020-08-04"
"A03E",8,"ACSA","0-1",10.5,11.1,"2020-08-04"
"A03E",8,"ACRU","0-1",6.6,7,"2020-08-04"
"A03E",8,"ACRU","0-1",15.7,16.9,"2020-08-04"
"A03E",8,"ACRU","0-1",7.6,8,"2020-08-04"
"A03E",8,"ACPE","0-1",4.6,6.1,"2020-08-04"
"A03E",8,"ACRU","0-1",4.5,6.1,"2020-08-04"
"A03E",8,"ACRU","0-1",8.2,8.4,"2020-08-04"
"A03E",8,"ACRU","0-1",7,7.3,"2020-08-04"
"A03E",8,"ACRU","0-1",0,6.2,"2020-08-04"
"A03E",8,"ACPE","0-1",0,5.6,"2020-08-04"
"A03E",8,"ACPE","0-1",6,9.1,"2020-08-04"
"A03E",8,"FAGR","2-Jan",104.5,105.9,"2020-08-04"
"A03E",8,"FAGR","2-Jan",92.2,102.5,"2020-08-04"
"A03E",2,"ACRU","0-1",8.4,9.6,"2020-08-04"
"A03E",2,"ACRU","0-1",10.7,11.6,"2020-08-04"
"A03E",2,"ACRU","0-1",5.4,6.4,"2020-08-04"
"A03E",2,"FAGR","0-1",40.3,45.2,"2020-08-04"
"A03E",2,"ACSA","0-1",13.7,15.1,"2020-08-04"
"A03E",2,"ACPE","0-1",11,12.1,"2020-08-04"
"A03E",2,"ACRU","0-1",11,11.6,"2020-08-04"
"A03E",2,"ACSA","0-1",11.5,12.3,"2020-08-04"
"A03E",2,"ACRU","0-1",10.6,11.4,"2020-08-04"
"A03E",2,"ACRU","0-1",5.9,7.7,"2020-08-04"
"A03E",2,"ACSA","0-1",13.9,15.3,"2020-08-04"
"A03E",2,"ACRU","0-1",0,7.3,"2020-08-04"
"A03E",2,"ACSA","0-1",10.6,11.6,"2020-08-04"
"A03E",2,"ACPE","0-1",11.6,13.9,"2020-08-04"
"A03E",2,"ACSA","0-1",13.5,13.8,"2020-08-04"
"A03E",2,"ACSA","0-1",3.5,5.7,"2020-08-04"
"A03E",2,"ACRU","0-1",9.5,10.7,"2020-08-04"
"A03E",2,"ACRU","0-1",7.7,8.3,"2020-08-04"
"A03E",2,"ACRU","0-1",6,6.8,"2020-08-04"
"A03E",2,"ACPE","0-1",17.6,18.1,"2020-08-04"
"A03E",2,"FAGR","0-1",42.8,43.2,"2020-08-04"
"A03E",2,"FAGR","2-Jan",56,66.4,"2020-08-04"
"A03E",2,"FAGR","2-Jan",62.3,79.9,"2020-08-04"
"A03E",2,"FAGR","0-1",12.9,14.1,"2020-08-04"
"A03E",2,"ACSA","0-1",7.5,7.8,"2020-08-04"
"A03E",2,"ACRU","0-1",12.7,13.8,"2020-08-04"
"A03E",2,"ACPE","0-1",2.3,4.2,"2020-08-04"
"A03E",2,"ACRU","0-1",11.6,12.1,"2020-08-04"
"A03E",2,"ACPE","0-1",15.7,17.8,"2020-08-04"
"A03E",4,"ACPE","0-1",13.1,18,"2020-08-04"
"A03E",4,"ACRU","0-1",9.6,9.8,"2020-08-04"
"A03E",4,"ACRU","0-1",8.5,8.9,"2020-08-04"
"A03E",4,"ACRU","0-1",7.6,8,"2020-08-04"
"A03E",4,"ACPE","0-1",18.7,20.1,"2020-08-04"
"A03E",4,"ACRU","0-1",7.7,8.1,"2020-08-04"
"A03E",4,"ACPE","0-1",19.5,21.7,"2020-08-04"
"A03E",4,"ACRU","0-1",8,8.2,"2020-08-04"
"A03E",4,"ACPE","0-1",11.1,12.1,"2020-08-04"
"A03E",4,"ACSA","0-1",13.6,14.5,"2020-08-04"
"A03E",4,"POGR","0-1",0,20.1,"2020-08-04"
"A03E",4,"ACRU","0-1",4.1,5.6,"2020-08-04"
"A03E",4,"FAGR","0-1",15.2,20.7,"2020-08-04"
"A03E",4,"POGR","0-1",0,9,"2020-08-04"
"A03E",4,"ACPE","0-1",3,5.3,"2020-08-04"
"A03E",4,"ACRU","0-1",10.1,12.9,"2020-08-04"
"A03E",4,"ACRU","0-1",8.1,9.7,"2020-08-04"
"A03E",4,"ACRU","0-1",6,6.6,"2020-08-04"
"A03E",4,"ACPE","0-1",30.5,37,"2020-08-04"
"A03E",4,"ACRU","0-1",7.1,7.5,"2020-08-04"
"A03E",4,"ACPE","0-1",17.1,17.6,"2020-08-04"
"A03E",4,"ACSA","0-1",10,10.3,"2020-08-04"
"A03E",4,"ACRU","0-1",8.5,9.2,"2020-08-04"
"A03E",4,"FAGR","2-Jan",45.4,66.4,"2020-08-04"
"A03E",4,"FAGR","2-Jan",63.6,78.5,"2020-08-04"
"A03E",4,"FAGR","2-Jan",69.6,83.8,"2020-08-04"
"A03W",2,"ACPE","0-1",11,11.6,"2020-08-04"
"A03W",2,"ACPE","0-1",11.5,12.2,"2020-08-04"
"A03W",2,"ACPE","0-1",14.5,15.4,"2020-08-04"
"A03W",2,"ACPE","0-1",0,8.1,"2020-08-04"
"A03W",2,"ACPE","0-1",42.6,44.3,"2020-08-04"
"A03W",2,"ACRU","0-1",0,4.2,"2020-08-04"
"A03W",2,"ACSA","0-1",0,8,"2020-08-04"
"A03W",2,"ACSA","0-1",14.6,15.5,"2020-08-04"
"A03W",2,"ACPE","0-1",10.8,11.8,"2020-08-04"
"A03W",2,"ACPE","0-1",33.5,35.2,"2020-08-04"
"A03W",2,"ACSA","0-1",11.4,11.8,"2020-08-04"
"A03W",2,"ACRU","0-1",6,6.9,"2020-08-04"
"A03W",2,"ACPE","0-1",11.5,12.2,"2020-08-04"
"A03W",2,"ACPE","0-1",19.3,28,"2020-08-04"
"A03W",2,"ACPE","0-1",26.7,27.7,"2020-08-04"
"A03W",2,"ACRU","0-1",15.2,16.3,"2020-08-04"
"A03W",2,"ACPE","0-1",17.1,22.7,"2020-08-04"
"A03W",2,"ACPE","0-1",41.5,46.1,"2020-08-04"
"A03W",2,"ACPE","0-1",28.9,30.5,"2020-08-04"
"A03W",2,"ACPE","0-1",0,5.1,"2020-08-04"
"A03W",2,"ACRU","0-1",0,2.6,"2020-08-04"
"A03W",2,"ACRU","0-1",4.5,6.6,"2020-08-04"
"A03W",2,"ACPE","0-1",0,11.4,"2020-08-04"
"A03W",2,"ACPE","0-1",9.6,10.7,"2020-08-04"
"A03W",2,"ACPE","0-1",39.5,48.4,"2020-08-04"
"A03W",2,"ACPE","0-1",43.4,44.9,"2020-08-04"
"A03W",2,"ACRU","0-1",7.4,7.8,"2020-08-04"
"A03W",4,"VBAC","0-1",6,6.5,"2020-08-04"
"A03W",4,"VBAC","0-1",0,9.1,"2020-08-04"
"A03W",4,"VBAC","0-1",43.6,45,"2020-08-04"
"A03W",4,"ACPE","0-1",0,20.5,"2020-08-04"
"A03W",4,"ACPE","0-1",0,5.5,"2020-08-04"
"A03W",4,"ACPE","2-Jan",26.5,102.6,"2020-08-04"
"A03W",4,"ACPE","2-Jan",26.5,106.4,"2020-08-04"
"A03W",4,"ACPE","0-1",30.5,35.2,"2020-08-04"
"A03W",4,"ACPE","0-1",16.5,18.1,"2020-08-04"
"A03W",4,"ACPE","0-1",12.1,12.8,"2020-08-04"
"A03W",4,"ACPE","0-1",7,8.7,"2020-08-04"
"A03W",4,"ACPE","0-1",11.7,12.3,"2020-08-04"
"A03W",4,"VBAC","0-1",11.5,13.4,"2020-08-04"
"A03W",4,"ACPE","0-1",14.5,15.4,"2020-08-04"
"A03W",4,"VBAC","0-1",52.2,54.7,"2020-08-04"
