"subplot","nested_subplot","species","basal_diameter_cm","height_budscar_cm","height_total_cm","date"
"A03E",6,"ACRU","0-1",0,"5.5","2019-06-19"
"A03E",6,"ACPE","0-1",71.5,"74.0","2019-06-19"
"A03E",6,"AMEL","0-1",26.2,"26.8","2019-06-19"
"A03E",6,"ACRU","0-1",6.4,"7.0","2019-06-19"
"A03E",6,"ACRU","0-1",6.8,"7.1","2019-06-19"
"A03E",6,"ACSA","0-1",10,"10.2","2019-06-19"
"A03E",6,"ACPE","0-1",9.4,"9.9","2019-06-19"
"A03E",6,"FAGR","0-1",74.5,"78.9","2019-06-19"
"A03E",6,"ACRU","0-1",10,"10.8","2019-06-19"
"A03E",6,"ACRU","0-1",9,"9.8","2019-06-19"
"A03E",6,"ACRU","0-1",7,"8.2","2019-06-19"
"A03E",6,"ACRU","0-1",7.8,"8.1","2019-06-19"
"A03E",6,"ACRU","0-1",7,"9.3","2019-06-19"
"A03E",6,"ACPE","0-1",17.8,"20.9","2019-06-19"
"A03E",6,"ACPE","0-1",13,"13.6","2019-06-19"
"A03E",6,"ACRU","0-1",3.4,"4.5","2019-06-19"
"A03E",6,"ACRU","0-1",6.8,"7.3","2019-06-19"
"A03E",6,"ACPE","0-1",10,"10.8","2019-06-19"
"A03E",6,"ACRU","0-1",6.2,"6.4","2019-06-19"
"A03E",6,"AMEL","0-1",20.1,"29.3","2019-06-19"
"A03E",6,"ACRU","0-1",7.8,"8.0","2019-06-19"
"A03E",6,"FAGR","0-1",16,"17.2","2019-06-19"
"A03E",6,"ACRU","0-1",5.5,"5.8","2019-06-19"
"A03E",6,"ACRU","0-1",6.1,"8.4","2019-06-19"
"A03E",6,"ACRU","0-1",6.3,"6.7","2019-06-19"
"A03E",6,"ACPE","0-1",8.9,"9.8","2019-06-19"
"A03E",6,"ACPE","0-1",0,"9.0","2019-06-19"
"A03E",6,"ACPE","0-1",12.5,"13.5","2019-06-19"
"A03E",6,"ACPE","0-1",0,"4.5","2019-06-19"
"A03E",6,"ACPE","0-1",16,"17.4","2019-06-19"
"A03E",6,"FAGR","0-1",23.7,"24.1","2019-06-19"
"A03E",6,"ACPE","0-1",4.5,"4.9","2019-06-19"
"A03E",6,"ACPE","0-1",60.9,"63.3","2019-06-19"
"A03E",6,"ACPE","0-1",53.5,"55.4","2019-06-19"
"A03E",6,"ACPE","0-1",0,"2.1","2019-06-19"
"A03E",6,"ACRU","0-1",12.4,"12.9","2019-06-19"
"A03E",6,"ACRU","0-1",0,"4.2","2019-06-19"
"A03E",6,"ACRU","0-1",6.9,"7.4","2019-06-19"
"A03E",8,"QURU","0-1",12,"12.9","2019-06-19"
"A03E",8,"ACSA","0-1",11.2,"12.0","2019-06-19"
"A03E",8,"ACSA","0-1",11,"11.3","2019-06-19"
"A03E",8,"ACRU","0-1",6.8,"7.0","2019-06-19"
"A03E",8,"ACSA","0-1",12,"12.5","2019-06-19"
"A03E",8,"ACSA","0-1",11.3,"11.6","2019-06-19"
"A03E",8,"ACSA","0-1",9.5,"10.0","2019-06-19"
"A03E",8,"ACPE","0-1",8.6,"9.4","2019-06-19"
"A03E",8,"ACRU","0-1",5.5,"5.7","2019-06-19"
"A03E",8,"ACRU","0-1",14.2,"15.2","2019-06-19"
"A03E",8,"ACRU","0-1",7,"7.3","2019-06-19"
"A03E",8,"ACRU","0-1",6,"6.5","2019-06-19"
"A03E",8,"ACPE","0-1",0,"4.0","2019-06-19"
"A03E",8,"ACRU","0-1",6.5,"6.8","2019-06-19"
"A03E",8,"ACRU","0-1",6,"6.2","2019-06-19"
"A03E",8,"FAGR","0-1",102.1,"102.8","2019-06-19"
"A03E",8,"ACPE","0-1",7.4,"7.8","2019-06-19"
"A03E",8,"ACPE","0-1",0,"5.0","2019-06-19"
"A03W",2,"ACPE","0-1",11,"12.0","2019-06-19"
"A03W",2,"ACPE","0-1",9.5,"10.0","2019-06-19"
"A03W",2,"ACRU","0-1",0,"4.5","2019-06-19"
"A03W",2,"ACPE","0-1",44.8,"46.0","2019-06-19"
"A03W",2,"ACPE","0-1",14,"15.3","2019-06-19"
"A03W",2,"ACPE","0-1",25,"26.2","2019-06-19"
"A03W",2,"ACSA","0-1",9.5,"10.1","2019-06-19"
"A03W",2,"ACPE","0-1",19,"21.4","2019-06-19"
"A03W",2,"ACPE","0-1",37.7,"38.9","2019-06-19"
"A03W",2,"ACRU","0-1",10,"10.9","2019-06-19"
"A03W",2,"ACPE","0-1",10,"10.6","2019-06-19"
"A03W",2,"ACSA","0-1",12.8,"13.8","2019-06-19"
"A03W",2,"ACPE","0-1",99.5,"101.9","2019-06-19"
"A03W",2,"ACPE","0-1",110.8,"112.5","2019-06-19"
"A03W",2,"ACPE","0-1",9.5,"10.0","2019-06-19"
"A03W",2,"ACPE","0-1",42.3,"44.2","2019-06-19"
"A03W",2,"ACPE","0-1",43.7,"45.9","2019-06-19"
"A03W",2,"ACRU","0-1",16.1,"16.8","2019-06-19"
"A03W",2,"ACPE","0-1",16.1,"18.4","2019-06-19"
"A03W",2,"ACPE","0-1",74.5,"76.0","2019-06-19"
"A03W",2,"ACPE","0-1",28,"29.5","2019-06-19"
"A03W",2,"ACRU","0-1",0,"4.6","2019-06-19"
"A03W",2,"ACPE","0-1",18.5,"19.6","2019-06-19"
"A03W",2,"ACRU","0-1",0,"3.2","2019-06-19"
"A03W",2,"ACRU","0-1",0,"4.8","2019-06-19"
"A03W",2,"ACRU","0-1",0,"3.2","2019-06-19"
"A03W",2,"ACRU","0-1",4,"4.3","2019-06-19"
"A03W",2,"ACPE","0-1",9,"10.7","2019-06-19"
"A03W",2,"ACPE","0-1",41.2,"42.9","2019-06-19"
"A03W",4,"ACRU","0-1",0,"5.9","2019-06-19"
"A03W",4,"FAGR","0-1",82,"86.5","2019-06-19"
"A03W",4,"FAGR","0-1",112,"117.6","2019-06-19"
"A03W",4,"FAGR","0-1",38.4,"39.1","2019-06-19"
"A03W",4,"ACRU","0-1",0,"5.8","2019-06-19"
"A03W",4,"ACRU","0-1",0,"4.7","2019-06-19"
"A03W",4,"ACRU","0-1",0,"5.4","2019-06-19"
"A03W",4,"ACPE","0-1",13.5,"15.0","2019-06-19"
"A03W",4,"ACRU","0-1",0,"4.7","2019-06-19"
"A03W",4,"ACRU","0-1",0,"2.3","2019-06-19"
"A03W",4,"ACPE","0-1",13.5,"14.6","2019-06-19"
"A03W",4,"ACRU","0-1",0,"4.8","2019-06-19"
"A03W",4,"ACRU","0-1",0,"5.1","2019-06-19"
"A03W",4,"ACPE","0-1",73,"76.2","2019-06-19"
"A03W",4,"ACPE","0-1",63.5,"65.7","2019-06-19"
"A03W",4,"ACPE","0-1",5.2,"5.8","2019-06-19"
"A03W",4,"ACPE","0-1",6,"9.2","2019-06-19"
"A03W",4,"ACPE","0-1",2.4,"4.6","2019-06-19"
"A03W",4,"ACPE","0-1",5.8,"7.4","2019-06-19"
"A03W",4,"ACRU","0-1",5.4,"5.7","2019-06-19"
"A03W",4,"ACRU","0-1",4.8,"5.0","2019-06-19"
"A03W",4,"ACRU","0-1",0,"4.0","2019-06-19"
"A03W",4,"ACRU","0-1",0,"5.1","2019-06-19"
"A03W",4,"ACPE","0-1",24,"32.0","2019-06-19"
"A03W",6,"ACRU","0-1",0,"4.3","2019-06-19"
"A03W",6,"ACRU","0-1",7.6,"7.9","2019-06-19"
"A03W",6,"ACRU","0-1",5.6,"5.9","2019-06-19"
"A03W",6,"ACRU","0-1",4.3,"5.5","2019-06-19"
"A03W",6,"ACPE","0-1",6,"9.4","2019-06-19"
"A03W",6,"FAGR","0-1",42,"43.7","2019-06-19"
"A03W",6,"FAGR","0-1",37.8,"42.7","2019-06-19"
"A03W",6,"ACRU","0-1",0,"5.3","2019-06-19"
"A03W",6,"ACRU","0-1",0,"7.2","2019-06-19"
"A03W",8,"FAGR","0-1",50,"50.9","2019-06-19"
"A03W",8,"FAGR","0-1",29,"29.4","2019-06-19"
"A03W",8,"FAGR","0-1",33.8,"34.2","2019-06-19"
"A03W",8,"FAGR","0-1",106.1,"126.3","2019-06-19"
"A03W",8,"FAGR","0-1",55.8,"57.5","2019-06-19"
"A03W",8,"FAGR","0-1",58.3,"60.2","2019-06-19"
"A03W",8,"FAGR","0-1",142.7,"156.9","2019-06-19"
"A03W",8,"ACPE","0-1",63,"64.4","2019-06-19"
"A04E",2,"ACPE","0-1",9,"12.2","2019-06-19"
"A04E",2,"ACPE","0-1",12.1,"14.2","2019-06-19"
"A04E",2,"ACPE","0-1",17.4,"20.2","2019-06-19"
"A04E",2,"ACPE","0-1",24.6,"26.1","2019-06-19"
"A04E",2,"ACSA","0-1",12.6,"13.7","2019-06-19"
"A04E",2,"ACSA","0-1",9.3,"10.1","2019-06-19"
"A04E",2,"ACSA","0-1",12.5,"12.9","2019-06-19"
"A04E",2,"ACSA","0-1",7.8,"8.0","2019-06-19"
"A04E",2,"ACPE","0-1",31.9,"34.2","2019-06-19"
"A04E",2,"ACPE","1-2",186,"187.4","2019-06-19"
"A04E",2,"ACPE","1-2",208.5,"216.2","2019-06-19"
"A04E",2,"ACPE","1-2",155.6,"163.3","2019-06-19"
"A04E",2,"ACPE","1-2",144.5,"145.2","2019-06-19"
"A04E",2,"ACPE","0-1",84.4,"84.8","2019-06-19"
"A04E",2,"ACPE","0-1",64.6,"68.9","2019-06-19"
"A04E",2,"ACPE","0-1",9,"11.5","2019-06-19"
"A04E",2,"ACSA","0-1",7.5,"7.9","2019-06-19"
"A04E",2,"ACSA","0-1",14,"14.6","2019-06-19"
"A04E",2,"ACPE","0-1",20.8,"22.5","2019-06-19"
"A04E",2,"ACPE","0-1",6,"8.3","2019-06-19"
"A04E",2,"POGR","0-1",35.7,"49.9","2019-06-19"
"A04E",2,"POGR","0-1",20.5,"32.6","2019-06-19"
"A04E",2,"ACPE","1-2",216,"227.6","2019-06-19"
"A04E",2,"ACPE","0-1",0,"4.8","2019-06-19"
"A04E",2,"ACRU","0-1",7.2,"7.3","2019-06-19"
"A04E",2,"ACRU","0-1",9,"9.1","2019-06-19"
"A04E",2,"ACRU","0-1",12.1,"12.9","2019-06-19"
"A04E",2,"ACPE","0-1",44.6,"46.5","2019-06-19"
"A04E",4,"ACPE","0-1",77,"77.4","2019-06-19"
"A04E",4,"ACPE","0-1",79,"80.3","2019-06-19"
"A04E",4,"ACPE","0-1",73,"77.4","2019-06-19"
"A04E",4,"POGR","0-1",43,"73.4","2019-06-19"
"A04E",4,"POGR","0-1",41.6,"55.0","2019-06-19"
"A04E",4,"POGR","0-1",45,"59.4","2019-06-19"
"A04E",4,"ACRU","0-1",0,"4.2","2019-06-19"
"A04E",4,"ACRU","0-1",0,"3.6","2019-06-19"
"A04E",4,"ACPE","0-1",48.1,"51.3","2019-06-19"
"A04E",4,"ACPE","0-1",43.2,"46.5","2019-06-19"
"A04E",4,"ACPE","0-1",66.5,"68.4","2019-06-19"
"A04E",6,"ACRU","0-1",0,"3.4","2019-06-19"
"A04E",6,"ACRU","0-1",3.5,"4.6","2019-06-19"
"A04E",6,"ACRU","0-1",18.9,"19.5","2019-06-19"
"A04E",6,"ACSA","0-1",16.8,"17.3","2019-06-19"
"A04E",6,"ACRU","0-1",15,"16.6","2019-06-19"
"A04E",6,"ACRU","0-1",33.5,"34.2","2019-06-19"
"A04E",6,"ACPE","0-1",32.4,"36.1","2019-06-19"
"A04E",6,"ACPE","0-1",34.6,"40.4","2019-06-19"
"A04E",8,"ACPE","0-1",9.3,"13.2","2019-06-19"
"A04E",8,"ACPE","0-1",11.6,"14.7","2019-06-19"
"A04E",8,"ACPE","0-1",9.1,"11.4","2019-06-19"
"A04E",8,"ACPE","0-1",35,"37.5","2019-06-19"
"A04E",8,"ACSA","0-1",21.4,"22.4","2019-06-19"
"A04E",8,"ACSA","0-1",10.5,"13.0","2019-06-19"
"A04E",8,"ACPE","0-1",0,"3.1","2019-06-19"
"A04E",8,"ACRU","0-1",0,"4.5","2019-06-19"
"A04E",8,"ACPE","0-1",51.1,"54.4","2019-06-19"
"A04E",8,"ACPE","0-1",41.6,"43.9","2019-06-19"
"A04E",8,"ACPE","0-1",69.5,"72.9","2019-06-19"
"A04E",8,"ACPE","0-1",20,"27.7","2019-06-19"
"A04E",8,"ACPE","0-1",29.2,"34.5","2019-06-19"
"A04E",8,"VBAC","0-1",12.2,"13.6","2019-06-19"
"A04E",8,"ACPE","0-1",0,"6.1","2019-06-19"
"A04E",8,"ACRU","0-1",0,"3.6","2019-06-19"
"A04W",2,"FAGR","0-1",16,"17.1","2019-06-19"
"A04W",2,"ACSA","0-1",4.6,"5.2","2019-06-19"
"A04W",2,"ACSA","0-1",8.8,"9.8","2019-06-19"
"A04W",2,"AMEL","0-1",10.3,"12.6","2019-06-19"
"A04W",2,"ACSA","0-1",9.1,"9.5","2019-06-19"
"A04W",2,"ACSA","0-1",8.3,"9.1","2019-06-19"
"A04W",2,"ACSA","0-1",8.4,"8.7","2019-06-19"
"A04W",2,"ACSA","0-1",11,"12.8","2019-06-19"
"A04W",2,"ACPE","0-1",48.5,"51.7","2019-06-19"
"A04W",2,"ACPE","0-1",28,"31.1","2019-06-19"
"A04W",2,"ACPE","0-1",18.5,"20.6","2019-06-19"
"A04W",2,"ACPE","0-1",19,"20.9","2019-06-19"
"A04W",2,"ACSA","0-1",4,"6.4","2019-06-19"
"A04W",2,"ACSA","0-1",12.8,"13.6","2019-06-19"
"A04W",2,"ACSA","0-1",6.6,"6.8","2019-06-19"
"A04W",2,"ACSA","0-1",9,"9.5","2019-06-19"
"A04W",2,"ACSA","0-1",9,"9.7","2019-06-19"
"A04W",2,"ACSA","0-1",10.1,"11.7","2019-06-19"
"A04W",2,"AMEL","0-1",25.3,"28.1","2019-06-19"
"A04W",2,"ACSA","0-1",12,"13.2","2019-06-19"
"A04W",2,"ACSA","0-1",12,"12.8","2019-06-19"
"A04W",2,"ACRU","0-1",0,"6.2","2019-06-19"
"A04W",2,"ACRU","0-1",5.8,"6.0","2019-06-19"
"A04W",2,"ACRU","0-1",7.4,"7.6","2019-06-19"
"A04W",2,"ACPE","0-1",44,"47.2","2019-06-19"
"A04W",4,"ACPE","0-1",0,"3.8","2019-06-19"
"A04W",4,"ACSA","0-1",11,"11.7","2019-06-19"
"A04W",4,"ACRU","0-1",9.6,"10.7","2019-06-19"
"A04W",4,"ACRU","0-1",0,"4.2","2019-06-19"
"A04W",4,"ACRU","0-1",0,"4.4","2019-06-19"
"A04W",4,"ACRU","0-1",5.3,"new","2019-06-19"
"A04W",4,"ACPE","0-1",7,"8.5","2019-06-19"
"A04W",4,"ACSA","0-1",11.2,"12.3","2019-06-19"
"A04W",4,"ACSA","0-1",11.4,"12.6","2019-06-19"
"A04W",4,"ACRU","0-1",0,"5.1","2019-06-19"
"A04W",4,"ACSA","0-1",11.8,"12.0","2019-06-19"
"A04W",4,"ACSA","0-1",14.5,"14.9","2019-06-19"
"A04W",4,"ACRU","0-1",0,"4.4","2019-06-19"
"A04W",6,"ACSA","0-1",3.4,"4.5","2019-06-19"
"A04W",6,"ACRU","0-1",6.1,"6.4","2019-06-19"
"A04W",6,"ACSA","0-1",5.1,"5.9","2019-06-19"
"A04W",6,"ACSA","0-1",5.5,"5.8","2019-06-19"
"A04W",6,"ACRU","0-1",3.5,"3.8","2019-06-19"
"A04W",6,"ACSA","0-1",7.6,"8.4","2019-06-19"
"A04W",6,"ACPE","0-1",7,"10.2","2019-06-19"
"A04W",6,"ACPE","0-1",9.2,"11.8","2019-06-19"
"A04W",6,"ACRU","0-1",2.2,"2.5","2019-06-19"
"A04W",6,"VBAC","0-1",0,"23.2","2019-06-19"
"A04W",6,"VBAC","0-1",18,"19.8","2019-06-19"
"A04W",6,"VBAC","0-1",19,"20.4","2019-06-19"
"A04W",6,"VBAC","0-1",25.6,"27.0","2019-06-19"
"A04W",6,"ACPE","0-1",9.8,"11.2","2019-06-19"
"A04W",6,"ACRU","0-1",4.6,"6.8","2019-06-19"
"A04W",6,"ACRU","0-1",0,"3.4","2019-06-19"
"A04W",6,"ACRU","0-1",8.2,"8.6","2019-06-19"
"A04W",8,"ACPE","0-1",29.8,"33.7","2019-06-19"
"A04W",8,"ACPE","0-1",0,"7.9","2019-06-19"
"A04W",8,"ACSA","0-1",11.1,"12.0","2019-06-19"
"A04W",8,"ACRU","0-1",0,"3.6","2019-06-19"
"A04W",8,"ACRU","0-1",6,"8.4","2019-06-19"
"A04W",8,"ACPE","0-1",11.6,"14.0","2019-06-19"
"A04W",8,"ACPE","0-1",9.7,"11.4","2019-06-19"
"A04W",8,"ACPE","0-1",42.1,"44.3","2019-06-19"
"A04W",8,"ACSA","0-1",11,"11.5","2019-06-19"
"A04W",8,"ACRU","0-1",0,"4.8","2019-06-19"
"A04W",8,"ACRU","0-1",6,"6.6","2019-06-19"
"A04W",8,"ACPE","0-1",61,"65.0","2019-06-19"
"B01E",2,"ACRU","0-1",8.5,"8.9","2019-06-13"
"B01E",2,"ACRU","0-1",3.3,"4.5","2019-06-13"
"B01E",2,"ACRU","0-1",3.5,"3.7","2019-06-13"
"B01E",2,"ACRU","0-1",8.4,"9.1","2019-06-13"
"B01E",2,"ACRU","0-1",9.6,"10.2","2019-06-13"
"B01E",2,"ACRU","0-1",4.7,"4.9","2019-06-13"
"B01E",2,"ACRU","0-1",4.8,"5.4","2019-06-13"
"B01E",2,"ACRU","0-1",8.2,"8.4","2019-06-13"
"B01E",2,"ACRU","0-1",3.4,"3.7","2019-06-13"
"B01E",2,"AMEL","0-1",7.4,"15.5","2019-06-13"
"B01E",2,"AMEL","1-2",161.7,"163.6","2019-06-13"
"B01E",2,"ACRU","0-1",2.9,"3.4","2019-06-13"
"B01E",2,"ACRU","0-1",13.5,"14.2","2019-06-13"
"B01E",2,"AMEL","0-1",31,"35.0","2019-06-13"
"B01E",2,"ACRU","0-1",7.9,"8.3","2019-06-13"
"B01E",2,"ACRU","0-1",15.4,"15.9","2019-06-13"
"B01E",2,"ACRU","0-1",4.9,"5.1","2019-06-13"
"B01E",2,"ACRU","0-1",4.5,"4.7","2019-06-13"
"B01E",2,"ACRU","0-1",3.1,"3.4","2019-06-13"
"B01E",2,"ACRU","0-1",4.2,"4.7","2019-06-13"
"B01E",2,"ACRU","0-1",10,"10.5","2019-06-13"
"B01E",2,"ACRU","0-1",5.3,"5.7","2019-06-13"
"B01E",2,"ACRU","0-1",3.4,"3.8","2019-06-13"
"B01E",2,"ACRU","0-1",5.6,"5.7","2019-06-13"
"B01E",2,"ACRU","0-1",12.1,"13.4","2019-06-13"
"B01E",2,"ACRU","0-1",2,"2.3","2019-06-13"
"B01E",2,"ACRU","0-1",11,"11.7","2019-06-13"
"B01E",2,"ACRU","0-1",3.1,"3.3","2019-06-13"
"B01E",2,"ACRU","0-1",15.5,"16.7","2019-06-13"
"B01E",2,"ACRU","0-1",0,"2.9","2019-06-13"
"B01E",2,"ACRU","0-1",4.8,"4.9","2019-06-13"
"B01E",2,"AMEL","0-1",26.6,"32.0","2019-06-13"
"B01E",2,"ACRU","0-1",6,"6.3","2019-06-13"
"B01E",2,"ACRU","0-1",6.5,"6.9","2019-06-13"
"B01E",2,"ACRU","0-1",5.5,"5.7","2019-06-13"
"B01E",2,"ACRU","0-1",9.3,"9.6","2019-06-13"
"B01E",2,"AMEL","0-1",27.6,"28.1","2019-06-13"
"B01E",2,"AMEL","0-1",22.3,"29.3","2019-06-13"
"B01E",2,"AMEL","0-1",14.5,"19.5","2019-06-13"
"B01E",2,"AMEL","0-1",11.5,"18.5","2019-06-13"
"B01E",2,"ACRU","0-1",16,"18.1","2019-06-13"
"B01E",2,"AMEL","0-1",25.6,"27.4","2019-06-13"
"B01E",2,"AMEL","0-1",29,"29.8","2019-06-13"
"B01E",2,"AMEL","0-1",4.5,"6.4","2019-06-13"
"B01E",2,"ACRU","0-1",5.4,"5.8","2019-06-13"
"B01E",2,"AMEL","0-1",41,"42.8","2019-06-13"
"B01E",2,"ACRU","0-1",6.2,"6.5","2019-06-13"
"B01E",2,"ACRU","0-1",5.9,"6.2","2019-06-13"
"B01E",4,"ACRU","0-1",6.4,"6.7","2019-06-13"
"B01E",4,"ACRU","0-1",10.5,"15.9","2019-06-13"
"B01E",4,"QURU","0-1",11.6,"13.5","2019-06-13"
"B01E",4,"ACRU","0-1",4.6,"9.6","2019-06-13"
"B01E",4,"ACRU","0-1",10.2,"10.7","2019-06-13"
"B01E",4,"ACRU","0-1",6,"6.6","2019-06-13"
"B01E",4,"ACRU","0-1",5.2,"6.0","2019-06-13"
"B01E",4,"ACRU","0-1",0,"3.0","2019-06-13"
"B01E",4,"ACRU","0-1",2.7,"3.1","2019-06-13"
"B01E",4,"ACRU","0-1",2.1,"5.6","2019-06-13"
"B01E",4,"ACRU","0-1",15.5,"16.6","2019-06-13"
"B01E",4,"ACRU","0-1",2.5,"3.1","2019-06-13"
"B01E",4,"ACRU","0-1",5,"5.3","2019-06-13"
"B01E",4,"ACRU","0-1",12.6,"13.4","2019-06-13"
"B01E",4,"AMEL","0-1",10.8,"11.2","2019-06-13"
"B01E",4,"ACRU","0-1",0,"4.4","2019-06-13"
"B01E",4,"AMEL","0-1",56,"61.8","2019-06-13"
"B01E",4,"AMEL","0-1",94.7,"95.9","2019-06-13"
"B01E",4,"ACRU","0-1",0,"3.3","2019-06-13"
"B01E",4,"ACRU","0-1",15.5,"15.8","2019-06-13"
"B01E",4,"ACRU","0-1",4.8,"5.9","2019-06-13"
"B01E",4,"QURU","0-1",6,"7.9","2019-06-13"
"B01E",4,"ACRU","0-1",23.9,"24.3","2019-06-13"
"B01E",4,"ACRU","0-1",37.1,"38.0","2019-06-13"
"B01E",4,"ACRU","0-1",4.5,"5.4","2019-06-13"
"B01E",4,"ACRU","0-1",3.9,"6.3","2019-06-13"
"B01E",4,"ACRU","0-1",7.4,"8.5","2019-06-13"
"B01E",4,"ACRU","0-1",6.5,"7.1","2019-06-13"
"B01E",4,"ACRU","0-1",4.4,"5.9","2019-06-13"
"B01E",4,"ACRU","0-1",2,"4.6","2019-06-13"
"B01E",4,"ACRU","0-1",3.1,"4.4","2019-06-13"
"B01E",4,"ACRU","0-1",3,"6.5","2019-06-13"
"B01E",6,"ACRU","0-1",5.5,"5.9","2019-06-13"
"B01E",6,"ACRU","0-1",5,"5.2","2019-06-13"
"B01E",6,"ACRU","0-1",0,"2.0","2019-06-13"
"B01E",6,"ACRU","0-1",0,"6.7","2019-06-13"
"B01E",6,"ACRU","0-1",0,"4.1","2019-06-13"
"B01E",6,"ACRU","0-1",3.9,"4.1","2019-06-13"
"B01E",6,"ACRU","0-1",6.4,"6.6","2019-06-13"
"B01E",6,"ACRU","0-1",4,"4.6","2019-06-13"
"B01E",6,"ACRU","0-1",0,"2.6","2019-06-13"
"B01E",6,"ACRU","0-1",4.6,"4.9","2019-06-13"
"B01E",6,"ACRU","0-1",5.5,"5.8","2019-06-13"
"B01E",6,"ACRU","0-1",0,"3.7","2019-06-13"
"B01E",6,"ACRU","0-1",7,"7.7","2019-06-13"
"B01E",6,"ACPE","0-1",13,"15.2","2019-06-13"
"B01E",6,"ACPE","0-1",6,"8.8","2019-06-13"
"B01E",6,"ACRU","0-1",6.2,"6.5","2019-06-13"
"B01E",6,"AMEL","0-1",12,"12.4","2019-06-13"
"B01E",6,"ACRU","0-1",3,"3.3","2019-06-13"
"B01E",8,"ACRU","0-1",11.9,"13.3","2019-06-13"
"B01E",8,"ACRU","0-1",8,"9.8","2019-06-13"
"B01E",8,"ACRU","0-1",14.5,"15.6","2019-06-13"
"B01E",8,"ACRU","0-1",12,"13.1","2019-06-13"
"B01E",8,"ACRU","0-1",15,"16.0","2019-06-13"
"B01E",8,"ACRU","0-1",13.9,"14.6","2019-06-13"
"B01E",8,"ACSA","0-1",9.4,"11.1","2019-06-13"
"B01E",8,"ACRU","0-1",14,"14.3","2019-06-13"
"B01E",8,"ACRU","0-1",9.7,"10.1","2019-06-13"
"B01E",8,"ACRU","0-1",12.7,"13.8","2019-06-13"
"B01E",8,"ACRU","0-1",10.5,"11.0","2019-06-13"
"B01E",8,"ACRU","0-1",16,"16.2","2019-06-13"
"B01E",8,"ACRU","0-1",9.6,"9.8","2019-06-13"
"B01E",8,"ACRU","0-1",0,"3.4","2019-06-13"
"B01E",8,"ACRU","0-1",19,"19.4","2019-06-13"
"B01E",8,"ACRU","0-1",0,"1.1","2019-06-13"
"B01E",8,"ACRU","0-1",4.5,"4.6","2019-06-13"
"B01E",8,"ACRU","0-1",0,"3.6","2019-06-13"
"B01E",8,"ACRU","0-1",3.9,"5.3","2019-06-13"
"B01E",8,"FAGR","2-3",181.2,"222.8","2019-06-13"
"B01E",8,"ACRU","0-1",10.5,"10.7","2019-06-13"
"B01E",8,"ACRU","0-1",8,"8.3","2019-06-13"
"B01E",8,"ACRU","0-1",15.5,"15.6","2019-06-13"
"B01E",8,"ACRU","0-1",11.8,"12.0","2019-06-13"
"B01E",8,"ACRU","0-1",3.3,"3.5","2019-06-13"
"B01E",8,"ACRU","0-1",17.2,"17.6","2019-06-13"
"B01E",8,"ACRU","0-1",0,"4.1","2019-06-13"
"B01E",8,"ACRU","0-1",0,"3.7","2019-06-13"
"B01E",8,"ACRU","0-1",10.5,"11.2","2019-06-13"
"B01E",8,"ACRU","0-1",10.5,"10.8","2019-06-13"
"B01E",8,"ACRU","0-1",7,"7.5","2019-06-13"
"B01W",2,"ACRU","0-1",10.9,"11.5","2019-06-13"
"B01W",2,"ACRU","0-1",3.8,"4.6","2019-06-13"
"B01W",2,"ACRU","0-1",3.3,"3.6","2019-06-13"
"B01W",2,"ACRU","0-1",3.8,"4.0","2019-06-13"
"B01W",2,"ACRU","0-1",7.2,"7.5","2019-06-13"
"B01W",2,"ACRU","0-1",4.1,"4.3","2019-06-13"
"B01W",2,"ACRU","0-1",12.5,"13.0","2019-06-13"
"B01W",2,"ACRU","0-1",4.5,"4.7","2019-06-13"
"B01W",2,"ACRU","0-1",4.7,"5.5","2019-06-13"
"B01W",2,"ACRU","0-1",4,"4.2","2019-06-13"
"B01W",2,"ACRU","0-1",3.6,"3.8","2019-06-13"
"B01W",2,"ACRU","0-1",3.9,"4.1","2019-06-13"
"B01W",2,"FAGR","0-1",62.1,"63.7","2019-06-13"
"B01W",2,"ACRU","0-1",3.9,"4.1","2019-06-13"
"B01W",2,"ACRU","0-1",7.2,"7.6","2019-06-13"
"B01W",2,"ACRU","0-1",8.1,"8.8","2019-06-13"
"B01W",2,"ACRU","0-1",5.5,"6.7","2019-06-13"
"B01W",2,"ACRU","0-1",7.9,"8.8","2019-06-13"
"B01W",2,"ACRU","0-1",6.1,"6.3","2019-06-13"
"B01W",2,"ACRU","0-1",3.5,"3.8","2019-06-13"
"B01W",2,"ACRU","0-1",3.6,"4.0","2019-06-13"
"B01W",2,"ACRU","0-1",0,"3.5","2019-06-13"
"B01W",2,"ACRU","0-1",10.4,"11.2","2019-06-13"
"B01W",2,"ACRU","0-1",4,"4.3","2019-06-13"
"B01W",2,"ACRU","0-1",4.4,"4.6","2019-06-13"
"B01W",2,"ACRU","0-1",7.4,"7.7","2019-06-13"
"B01W",2,"ACRU","0-1",4.5,"4.8","2019-06-13"
"B01W",2,"ACRU","0-1",2.6,"3.6","2019-06-13"
"B01W",2,"ACRU","0-1",4.5,"5.4","2019-06-13"
"B01W",2,"ACRU","0-1",3,"3.2","2019-06-13"
"B01W",2,"FAGR","0-1",24,"25.0","2019-06-13"
"B01W",2,"ACPE","1-2",161.1,"167.7","2019-06-13"
"B01W",4,"ACRU","0-1",7.4,"8.1","2019-06-13"
"B01W",4,"ACRU","0-1",13.6,"14.0","2019-06-13"
"B01W",4,"FAGR","0-1",117.6,"134.3","2019-06-13"
