,layer_1,calculation,value,v1
266,Layer 1, SIPI,0.8754017,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
267,Layer 1, FRI,-2.321607,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
268,Layer 1, CNDVI,0.5137155,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
269,Layer 1, Ctr1,2.450134,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
270,Layer 1, Ctr2,0.1376538,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
271,Layer 1, G,2.845273,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
272,Layer 1, GM1,4.660763,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
273,Layer 1, GM2,4.523492,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
274,Layer 1, Lic1,0.8597137,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
275,Layer 1, Lic2,0.6383955,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
276,Layer 1, NDVI,0.8597137,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
277,Layer 1, NPCI,0.1220219,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
278,Layer 1, NPQI,-0.03382445,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
279,Layer 1, SRPI,0.7824964,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
280,Layer 1, TCARI,31.29566,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
281,Layer 1, TVI,4486.634,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
282,Layer 1, ZMI,2.344621,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
283,Layer 1, MRESRI,3.266005,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
284,Layer 1, RENDVI,0.5137155,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
285,Layer 1, VREI1,1.45168,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
286,Layer 1, VREI2,-0.07228751,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
287,Layer 1, VREI3,-0.0794904,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
288,Layer 1, PRI,0.01407489,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
289,Layer 1, PSRI,0.02452211,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
290,Layer 1, WBI,1.049211,DO1E_POGR_CAN01_07222018_636678705937919153_Calculations.csv
291,Layer 1, ARI1,0.000452666,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
292,Layer 1, ARI2,0.03377411,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
293,Layer 1, CRI1,0.1495107,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
294,Layer 1, CRI2,0.1499634,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
295,Layer 1, SIPI,0.9003509,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
296,Layer 1, FRI,-2.997674,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
297,Layer 1, CNDVI,0.4762171,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
298,Layer 1, Ctr1,3.296476,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
299,Layer 1, Ctr2,0.1440731,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
300,Layer 1, G,3.918828,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
301,Layer 1, GM1,4.163491,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
302,Layer 1, GM2,4.130534,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
303,Layer 1, Lic1,0.8843951,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
304,Layer 1, Lic2,0.5178308,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
305,Layer 1, NDVI,0.8843951,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
306,Layer 1, NPCI,0.1363334,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
307,Layer 1, NPQI,-0.01238749,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
308,Layer 1, SRPI,0.7600468,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
309,Layer 1, TCARI,39.08302,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
310,Layer 1, TVI,4618.933,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
311,Layer 1, ZMI,2.144148,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
312,Layer 1, MRESRI,2.709748,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
313,Layer 1, RENDVI,0.4762171,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
314,Layer 1, VREI1,1.387793,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
315,Layer 1, VREI2,-0.05835399,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
316,Layer 1, VREI3,-0.06339606,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
317,Layer 1, PRI,0.003231614,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
318,Layer 1, PSRI,0.02092653,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
319,Layer 1, WBI,1.035073,DO1E_POGR_CAN02_07222018_636678707371851052_Calculations.csv
320,Layer 1, ARI1,-0.001382479,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
321,Layer 1, ARI2,-0.1009528,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
322,Layer 1, CRI1,0.1124997,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
323,Layer 1, CRI2,0.1111172,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
324,Layer 1, SIPI,0.8619713,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
325,Layer 1, FRI,-2.567816,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
326,Layer 1, CNDVI,0.4714531,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
327,Layer 1, Ctr1,2.005921,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
328,Layer 1, Ctr2,0.1532755,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
329,Layer 1, G,3.387003,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
330,Layer 1, GM1,3.906765,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
331,Layer 1, GM2,4.005378,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
332,Layer 1, Lic1,0.8594744,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
333,Layer 1, Lic2,0.747605,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
334,Layer 1, NDVI,0.8594744,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
335,Layer 1, NPCI,-0.01604102,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
336,Layer 1, NPQI,0.03611196,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
337,Layer 1, SRPI,1.032605,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
338,Layer 1, TCARI,37.93472,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
339,Layer 1, TVI,4464.445,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
340,Layer 1, ZMI,2.132817,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
341,Layer 1, MRESRI,4.132869,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
342,Layer 1, RENDVI,0.4714531,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
343,Layer 1, VREI1,1.390235,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
344,Layer 1, VREI2,-0.06064083,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
345,Layer 1, VREI3,-0.06585174,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
346,Layer 1, PRI,0.02152577,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
347,Layer 1, PSRI,0.01631464,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
348,Layer 1, WBI,1.009688,DO1E_POGR_CAN03_07222018_636678710531275352_Calculations.csv
349,Layer 1, ARI1,-0.001163407,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
350,Layer 1, ARI2,-0.08950638,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
351,Layer 1, CRI1,0.08864424,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
352,Layer 1, CRI2,0.08748084,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
353,Layer 1, SIPI,0.8402734,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
354,Layer 1, FRI,-2.04035,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
355,Layer 1, CNDVI,0.4910515,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
356,Layer 1, Ctr1,1.313066,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
357,Layer 1, Ctr2,0.1430263,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
358,Layer 1, G,3.284885,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
359,Layer 1, GM1,4.187028,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
360,Layer 1, GM2,4.27394,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
361,Layer 1, Lic1,0.8654763,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
362,Layer 1, Lic2,1.079817,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
363,Layer 1, NDVI,0.8654763,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
364,Layer 1, NPCI,-0.1805103,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
365,Layer 1, NPQI,0.05448239,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
366,Layer 1, SRPI,1.440543,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
367,Layer 1, TCARI,36.79938,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
368,Layer 1, TVI,4651.402,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
369,Layer 1, ZMI,2.216043,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
370,Layer 1, MRESRI,5.391115,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
371,Layer 1, RENDVI,0.4910515,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
372,Layer 1, VREI1,1.408374,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
373,Layer 1, VREI2,-0.06511754,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
374,Layer 1, VREI3,-0.07104716,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
375,Layer 1, PRI,0.03550554,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
376,Layer 1, PSRI,-0.001610204,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
377,Layer 1, WBI,0.9811296,DO1E_POGR_CAN04_07222018_636678719702325650_Calculations.csv
378,Layer 1, ARI1,0.001011724,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
379,Layer 1, ARI2,0.07807803,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
380,Layer 1, CRI1,0.08851568,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
381,Layer 1, CRI2,0.0895274,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
382,Layer 1, SIPI,0.8381995,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
383,Layer 1, FRI,-1.916552,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
384,Layer 1, CNDVI,0.4973504,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
385,Layer 1, Ctr1,1.390903,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
386,Layer 1, Ctr2,0.1438469,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
387,Layer 1, G,2.968017,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
388,Layer 1, GM1,4.416378,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
389,Layer 1, GM2,4.34079,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
390,Layer 1, Lic1,0.8591352,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
391,Layer 1, Lic2,1.043071,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
392,Layer 1, NDVI,0.8591352,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
393,Layer 1, NPCI,-0.1427915,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
394,Layer 1, NPQI,0.03868236,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
395,Layer 1, SRPI,1.333155,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
396,Layer 1, TCARI,33.67396,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
397,Layer 1, TVI,4578.159,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
398,Layer 1, ZMI,2.248199,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
399,Layer 1, MRESRI,5.57672,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
400,Layer 1, RENDVI,0.4973504,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
401,Layer 1, VREI1,1.421821,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
402,Layer 1, VREI2,-0.06746113,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
403,Layer 1, VREI3,-0.07374433,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
404,Layer 1, PRI,0.000120684,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
405,Layer 1, PSRI,0.001505481,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
406,Layer 1, WBI,0.9831933,DO1E_POGR_CAN05_07222018_636678721073863211_Calculations.csv
407,Layer 1, ARI1,0.001582047,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
408,Layer 1, ARI2,0.1187795,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
409,Layer 1, CRI1,0.09084205,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
410,Layer 1, CRI2,0.09242409,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
411,Layer 1, SIPI,0.8371499,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
412,Layer 1, FRI,-1.882826,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
413,Layer 1, CNDVI,0.4858749,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
414,Layer 1, Ctr1,1.358276,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
415,Layer 1, Ctr2,0.1461406,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
416,Layer 1, G,2.999336,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
417,Layer 1, GM1,4.330525,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
418,Layer 1, GM2,4.214843,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
419,Layer 1, Lic1,0.858727,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
420,Layer 1, Lic2,1.037608,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
421,Layer 1, NDVI,0.858727,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
422,Layer 1, NPCI,-0.1536345,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
423,Layer 1, NPQI,0.04379864,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
424,Layer 1, SRPI,1.363045,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
425,Layer 1, TCARI,34.22816,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
426,Layer 1, TVI,4497.229,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
427,Layer 1, ZMI,2.190469,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
428,Layer 1, MRESRI,5.373251,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
429,Layer 1, RENDVI,0.4858749,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
430,Layer 1, VREI1,1.406165,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
431,Layer 1, VREI2,-0.06303404,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
432,Layer 1, VREI3,-0.06863302,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
433,Layer 1, PRI,0.02848998,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
434,Layer 1, PSRI,0.002395837,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
435,Layer 1, WBI,0.9839543,DO1E_POGR_CAN06_07222018_636678723454093527_Calculations.csv
436,Layer 1, ARI1,0.001141023,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
437,Layer 1, ARI2,0.08515979,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
438,Layer 1, CRI1,0.09810586,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
439,Layer 1, CRI2,0.09924688,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
440,Layer 1, SIPI,0.8458927,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
441,Layer 1, FRI,-2.258475,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
442,Layer 1, CNDVI,0.5067872,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
443,Layer 1, Ctr1,1.293941,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
444,Layer 1, Ctr2,0.1326655,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
445,Layer 1, G,3.114234,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
446,Layer 1, GM1,4.621214,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
447,Layer 1, GM2,4.538673,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
448,Layer 1, Lic1,0.8708706,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
449,Layer 1, Lic2,1.095108,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
450,Layer 1, NDVI,0.8708706,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
451,Layer 1, NPCI,-0.1793737,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
452,Layer 1, NPQI,0.04578756,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
453,Layer 1, SRPI,1.437163,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
454,Layer 1, TCARI,32.05097,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
455,Layer 1, TVI,4458.902,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
456,Layer 1, ZMI,2.287546,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
457,Layer 1, MRESRI,4.986293,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
458,Layer 1, RENDVI,0.5067872,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
459,Layer 1, VREI1,1.426466,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
460,Layer 1, VREI2,-0.06820461,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
461,Layer 1, VREI3,-0.07472611,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
462,Layer 1, PRI,0.03699162,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
463,Layer 1, PSRI,0.00183073,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
464,Layer 1, WBI,0.9809474,DO1E_POGR_CAN07_07222018_636678729979255612_Calculations.csv
465,Layer 1, ARI1,-0.003253826,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
466,Layer 1, ARI2,-0.2513182,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
467,Layer 1, CRI1,0.08371008,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
468,Layer 1, CRI2,0.08045626,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
469,Layer 1, SIPI,0.8442631,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
470,Layer 1, FRI,-1.880414,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
471,Layer 1, CNDVI,0.5053505,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
472,Layer 1, Ctr1,1.305583,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
473,Layer 1, Ctr2,0.1368589,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
474,Layer 1, G,3.37381,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
475,Layer 1, GM1,4.252525,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
476,Layer 1, GM2,4.497481,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
477,Layer 1, Lic1,0.8706539,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
478,Layer 1, Lic2,1.11994,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
479,Layer 1, NDVI,0.8706539,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
480,Layer 1, NPCI,-0.1837686,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
481,Layer 1, NPQI,0.06028083,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
482,Layer 1, SRPI,1.450286,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
483,Layer 1, TCARI,36.17139,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
484,Layer 1, TVI,4695.898,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
485,Layer 1, ZMI,2.279298,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
486,Layer 1, MRESRI,5.507487,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
487,Layer 1, RENDVI,0.5053505,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
488,Layer 1, VREI1,1.435023,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
489,Layer 1, VREI2,-0.07157191,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
490,Layer 1, VREI3,-0.0783555,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
491,Layer 1, PRI,0.04804598,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
492,Layer 1, PSRI,-0.006139596,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
493,Layer 1, WBI,0.9769803,DO1E_POGR_CAN08_07222018_636678732922044822_Calculations.csv
494,Layer 1, ARI1,0.000203006,DO1E_POGR_CAN09_07222018_636678736587029231_Calculations.csv
495,Layer 1, ARI2,0.01563111,DO1E_POGR_CAN09_07222018_636678736587029231_Calculations.csv
496,Layer 1, CRI1,0.07480763,DO1E_POGR_CAN09_07222018_636678736587029231_Calculations.csv
497,Layer 1, CRI2,0.07501063,DO1E_POGR_CAN09_07222018_636678736587029231_Calculations.csv
498,Layer 1, SIPI,0.8327762,DO1E_POGR_CAN09_07222018_636678736587029231_Calculations.csv
499,Layer 1, FRI,-1.505465,DO1E_POGR_CAN09_07222018_636678736587029231_Calculations.csv
500,Layer 1, CNDVI,0.4568438,DO1E_POGR_CAN09_07222018_636678736587029231_Calculations.csv
501,Layer 1, Ctr1,1.446773,DO1E_POGR_CAN09_07222018_636678736587029231_Calculations.csv
502,Layer 1, Ctr2,0.1614999,DO1E_POGR_CAN09_07222018_636678736587029231_Calculations.csv
503,Layer 1, G,3.434598,DO1E_POGR_CAN09_07222018_636678736587029231_Calculations.csv
504,Layer 1, GM1,3.849482,DO1E_POGR_CAN09_07222018_636678736587029231_Calculations.csv
505,Layer 1, GM2,3.834283,DO1E_POGR_CAN09_07222018_636678736587029231_Calculations.csv
506,Layer 1, Lic1,0.8607753,DO1E_POGR_CAN09_07222018_636678736587029231_Calculations.csv
507,Layer 1, Lic2,1.02723,DO1E_POGR_CAN09_07222018_636678736587029231_Calculations.csv
