,layer_1,calculation,value,v1
2894,Layer 1, RENDVI,0.3862449,DO2W_ACRU_CAN10_07182018_636675229893291301_Calculations.csv
2895,Layer 1, VREI1,1.305346,DO2W_ACRU_CAN10_07182018_636675229893291301_Calculations.csv
2896,Layer 1, VREI2,-0.05320551,DO2W_ACRU_CAN10_07182018_636675229893291301_Calculations.csv
2897,Layer 1, VREI3,-0.05658282,DO2W_ACRU_CAN10_07182018_636675229893291301_Calculations.csv
2898,Layer 1, PRI,0.0481206,DO2W_ACRU_CAN10_07182018_636675229893291301_Calculations.csv
2899,Layer 1, PSRI,-0.01948164,DO2W_ACRU_CAN10_07182018_636675229893291301_Calculations.csv
2900,Layer 1, WBI,0.9649372,DO2W_ACRU_CAN10_07182018_636675229893291301_Calculations.csv
2901,Layer 1, ARI1,0.001720395,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2902,Layer 1, ARI2,0.1422639,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2903,Layer 1, CRI1,0.05159508,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2904,Layer 1, CRI2,0.05331548,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2905,Layer 1, SIPI,0.8111601,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2906,Layer 1, FRI,-0.6993582,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2907,Layer 1, CNDVI,0.470925,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2908,Layer 1, Ctr1,1.304976,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2909,Layer 1, Ctr2,0.1587854,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2910,Layer 1, G,2.699962,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2911,Layer 1, GM1,4.123774,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2912,Layer 1, GM2,3.986571,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2913,Layer 1, Lic1,0.8392161,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2914,Layer 1, Lic2,1.045286,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2915,Layer 1, NDVI,0.8392161,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2916,Layer 1, NPCI,-0.1430125,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2917,Layer 1, NPQI,0.06013086,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2918,Layer 1, SRPI,1.333756,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2919,Layer 1, TCARI,37.34834,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2920,Layer 1, TVI,4840.134,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2921,Layer 1, ZMI,2.151158,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2922,Layer 1, MRESRI,6.915646,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2923,Layer 1, RENDVI,0.470925,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2924,Layer 1, VREI1,1.417941,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2925,Layer 1, VREI2,-0.07583613,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2926,Layer 1, VREI3,-0.08245458,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2927,Layer 1, PRI,0.03947277,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2928,Layer 1, PSRI,-0.01822989,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2929,Layer 1, WBI,0.964476,DO2W_ACRU_CAN11_07182018_636675230161505891_Calculations.csv
2930,Layer 1, ARI1,0.001908697,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2931,Layer 1, ARI2,0.1531505,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2932,Layer 1, CRI1,0.05453743,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2933,Layer 1, CRI2,0.05644612,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2934,Layer 1, SIPI,0.8139189,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2935,Layer 1, FRI,-0.8626475,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2936,Layer 1, CNDVI,0.4779153,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2937,Layer 1, Ctr1,1.165344,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2938,Layer 1, Ctr2,0.1465106,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2939,Layer 1, G,2.766544,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2940,Layer 1, GM1,4.29576,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2941,Layer 1, GM2,4.148119,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2942,Layer 1, Lic1,0.8507757,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2943,Layer 1, Lic2,1.180751,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2944,Layer 1, NDVI,0.8507757,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2945,Layer 1, NPCI,-0.2020897,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2946,Layer 1, NPQI,0.06035643,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2947,Layer 1, SRPI,1.506547,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2948,Layer 1, TCARI,35.5673,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2949,Layer 1, TVI,4719.43,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2950,Layer 1, ZMI,2.172338,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2951,Layer 1, MRESRI,6.658105,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2952,Layer 1, RENDVI,0.4779153,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2953,Layer 1, VREI1,1.419919,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2954,Layer 1, VREI2,-0.07502083,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2955,Layer 1, VREI3,-0.08166368,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2956,Layer 1, PRI,0.06957215,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2957,Layer 1, PSRI,-0.02270396,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2958,Layer 1, WBI,0.9637967,DO2W_ACRU_CAN12_07182018_636675230526827338_Calculations.csv
2959,Layer 1, ARI1,0.00191839,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2960,Layer 1, ARI2,0.1607247,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2961,Layer 1, CRI1,0.05081697,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2962,Layer 1, CRI2,0.05273536,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2963,Layer 1, SIPI,0.806656,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2964,Layer 1, FRI,-0.8056417,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2965,Layer 1, CNDVI,0.4551603,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2966,Layer 1, Ctr1,1.261146,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2967,Layer 1, Ctr2,0.1627604,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2968,Layer 1, G,2.835481,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2969,Layer 1, GM1,3.960534,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2970,Layer 1, GM2,3.805957,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2971,Layer 1, Lic1,0.8411129,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2972,Layer 1, Lic2,1.09203,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2973,Layer 1, NDVI,0.8411129,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2974,Layer 1, NPCI,-0.1767164,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2975,Layer 1, NPQI,0.0611761,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2976,Layer 1, SRPI,1.429297,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2977,Layer 1, TCARI,40.58786,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2978,Layer 1, TVI,4933.114,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2979,Layer 1, ZMI,2.088124,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2980,Layer 1, MRESRI,7.253569,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2981,Layer 1, RENDVI,0.4551603,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2982,Layer 1, VREI1,1.395972,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2983,Layer 1, VREI2,-0.07089387,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2984,Layer 1, VREI3,-0.07679264,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2985,Layer 1, PRI,0.04500388,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2986,Layer 1, PSRI,-0.02083351,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2987,Layer 1, WBI,0.9521029,DO2W_ACRU_CAN13_07182018_636675230793253042_Calculations.csv
2988,Layer 1, ARI1,0.000953487,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
2989,Layer 1, ARI2,0.0802438,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
2990,Layer 1, CRI1,0.05268736,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
2991,Layer 1, CRI2,0.05364085,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
2992,Layer 1, SIPI,0.8070733,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
2993,Layer 1, FRI,-0.9184688,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
2994,Layer 1, CNDVI,0.4547236,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
2995,Layer 1, Ctr1,1.160016,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
2996,Layer 1, Ctr2,0.1561186,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
2997,Layer 1, G,2.909224,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
2998,Layer 1, GM1,3.968034,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
2999,Layer 1, GM2,3.89045,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3000,Layer 1, Lic1,0.8452036,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3001,Layer 1, Lic2,1.190877,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3002,Layer 1, NDVI,0.8452036,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3003,Layer 1, NPCI,-0.2012355,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3004,Layer 1, NPQI,0.07283781,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3005,Layer 1, SRPI,1.503867,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3006,Layer 1, TCARI,41.26977,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3007,Layer 1, TVI,5011.303,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3008,Layer 1, ZMI,2.067877,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3009,Layer 1, MRESRI,7.294065,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3010,Layer 1, RENDVI,0.4547236,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3011,Layer 1, VREI1,1.385468,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3012,Layer 1, VREI2,-0.06848355,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3013,Layer 1, VREI3,-0.0740867,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3014,Layer 1, PRI,0.06314473,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3015,Layer 1, PSRI,-0.02056747,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3016,Layer 1, WBI,0.9470409,DO2W_ACRU_CAN14_07182018_636675231049591240_Calculations.csv
3017,Layer 1, ARI1,0.001354525,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3018,Layer 1, ARI2,0.1145201,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3019,Layer 1, CRI1,0.04859181,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3020,Layer 1, CRI2,0.04994633,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3021,Layer 1, SIPI,0.8004119,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3022,Layer 1, FRI,-0.7523255,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3023,Layer 1, CNDVI,0.4179898,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3024,Layer 1, Ctr1,1.335555,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3025,Layer 1, Ctr2,0.1816229,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3026,Layer 1, G,3.181077,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3027,Layer 1, GM1,3.541758,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3028,Layer 1, GM2,3.430417,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3029,Layer 1, Lic1,0.8385805,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3030,Layer 1, Lic2,1.079772,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3031,Layer 1, NDVI,0.8385805,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3032,Layer 1, NPCI,-0.1954516,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3033,Layer 1, NPQI,0.06337956,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3034,Layer 1, SRPI,1.485867,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3035,Layer 1, TCARI,48.07957,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3036,Layer 1, TVI,5115.23,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3037,Layer 1, ZMI,1.934054,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3038,Layer 1, MRESRI,7.88153,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3039,Layer 1, RENDVI,0.4179898,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3040,Layer 1, VREI1,1.341151,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3041,Layer 1, VREI2,-0.06094581,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3042,Layer 1, VREI3,-0.06534664,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3043,Layer 1, PRI,0.03907406,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3044,Layer 1, PSRI,-0.02611324,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3045,Layer 1, WBI,0.9511192,DO2W_ACRU_CAN15_07182018_636675231285111990_Calculations.csv
3046,Layer 1, ARI1,0.01895013,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3047,Layer 1, ARI2,1.434235,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3048,Layer 1, CRI1,0,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3049,Layer 1, CRI2,0,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3050,Layer 1, SIPI,0.9417654,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3051,Layer 1, FRI,0,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3052,Layer 1, CNDVI,0.5514276,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3053,Layer 1, Ctr1, ∞,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3054,Layer 1, Ctr2,0.1191233,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3055,Layer 1, G,2.557165,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3056,Layer 1, GM1,6.534626,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3057,Layer 1, GM2,5.146942,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3058,Layer 1, Lic1,0.8835309,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3059,Layer 1, Lic2,0,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3060,Layer 1, NDVI,0.8835309,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3061,Layer 1, NPCI,1,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3062,Layer 1, NPQI,0,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3063,Layer 1, SRPI,0,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3064,Layer 1, TCARI,23.27125,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3065,Layer 1, TVI,4381.689,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3066,Layer 1, ZMI,2.549854,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3067,Layer 1, MRESRI,0,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3068,Layer 1, RENDVI,0.5514276,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3069,Layer 1, VREI1,1.52177,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3070,Layer 1, VREI2,-0.08287686,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3071,Layer 1, VREI3,-0.09250743,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3072,Layer 1, PRI,-0.4081235,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3073,Layer 1, PSRI,0.06390989,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3074,Layer 1, WBI,1.068491,DO2W_POGR_CAN01_07172018_636674345045460616_Calculations.csv
3075,Layer 1, ARI1,-0.00520908,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3076,Layer 1, ARI2,-0.4392726,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3077,Layer 1, CRI1,0,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3078,Layer 1, CRI2,0,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3079,Layer 1, SIPI,0.9410806,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3080,Layer 1, FRI,0,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3081,Layer 1, CNDVI,0.5459848,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3082,Layer 1, Ctr1, ∞,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3083,Layer 1, Ctr2,0.1235143,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3084,Layer 1, G,3.48736,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3085,Layer 1, GM1,4.673184,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3086,Layer 1, GM2,5.106594,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3087,Layer 1, Lic1,0.8821612,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3088,Layer 1, Lic2,0,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3089,Layer 1, NDVI,0.8821612,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3090,Layer 1, NPCI,1,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3091,Layer 1, NPQI,0,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3092,Layer 1, SRPI,0,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3093,Layer 1, TCARI,35.91551,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3094,Layer 1, TVI,5178.549,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3095,Layer 1, ZMI,2.509986,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3096,Layer 1, MRESRI,0,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3097,Layer 1, RENDVI,0.5459848,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3098,Layer 1, VREI1,1.528143,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3099,Layer 1, VREI2,-0.08355449,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3100,Layer 1, VREI3,-0.09297805,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3101,Layer 1, PRI,-0.1382201,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3102,Layer 1, PSRI,0.06345515,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3103,Layer 1, WBI,1.054765,DO2W_POGR_CAN02_07172018_636674345305259102_Calculations.csv
3104,Layer 1, ARI1,0.01314144,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3105,Layer 1, ARI2,1.026758,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3106,Layer 1, CRI1,0,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3107,Layer 1, CRI2,0,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3108,Layer 1, SIPI,0.9454279,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3109,Layer 1, FRI,0,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3110,Layer 1, CNDVI,0.5431695,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3111,Layer 1, Ctr1, ∞,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3112,Layer 1, Ctr2,0.115516,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3113,Layer 1, G,2.948361,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3114,Layer 1, GM1,6.105401,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3115,Layer 1, GM2,5.111092,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3116,Layer 1, Lic1,0.8908557,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3117,Layer 1, Lic2,0,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3118,Layer 1, NDVI,0.8908557,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3119,Layer 1, NPCI,1,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3120,Layer 1, NPQI,0,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3121,Layer 1, SRPI,0,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3122,Layer 1, TCARI,26.37913,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3123,Layer 1, TVI,4597.301,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3124,Layer 1, ZMI,2.487816,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3125,Layer 1, MRESRI,0,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3126,Layer 1, RENDVI,0.5431695,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3127,Layer 1, VREI1,1.495783,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3128,Layer 1, VREI2,-0.08088995,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3129,Layer 1, VREI3,-0.08971652,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3130,Layer 1, PRI,-0.3445501,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3131,Layer 1, PSRI,0.05960592,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3132,Layer 1, WBI,1.05185,DO2W_POGR_CAN03_07172018_636674345576024126_Calculations.csv
3133,Layer 1, ARI1,-0.003880167,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3134,Layer 1, ARI2,-0.289984,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3135,Layer 1, CRI1,0.07033919,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3136,Layer 1, CRI2,0.06645902,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3137,Layer 1, SIPI,0.8494017,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3138,Layer 1, FRI,2.390365,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3139,Layer 1, CNDVI,0.5252647,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3140,Layer 1, Ctr1,1.692569,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3141,Layer 1, Ctr2,0.1346228,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3142,Layer 1, G,2.93216,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3143,Layer 1, GM1,4.438246,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3144,Layer 1, GM2,4.720742,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3145,Layer 1, Lic1,0.8603248,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3146,Layer 1, Lic2,0.9118582,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3147,Layer 1, NDVI,0.8603248,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3148,Layer 1, NPCI,-0.04747414,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3149,Layer 1, NPQI,-0.07197628,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3150,Layer 1, SRPI,1.099681,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3151,Layer 1, TCARI,31.17093,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3152,Layer 1, TVI,4466.951,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3153,Layer 1, ZMI,2.405913,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3154,Layer 1, MRESRI,4.733283,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3155,Layer 1, RENDVI,0.5252647,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3156,Layer 1, VREI1,1.480171,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
3157,Layer 1, VREI2,-0.07834049,DO2W_POGR_CAN03_07172018_636674372842821156_Calculations.csv
