site,subplot_id,tag,species,dbh_cm,health_status,canopy_status,date,notes
UMBS,D03E,428,BEPA,9.4,D,UN,6/25/2018,
UMBS,D03E,429,POGR,35.3,L,OD,6/25/2018,
UMBS,D03E,430,POGR,26.2,L,OD,6/25/2018,
UMBS,D03E,431,POGR,22,D,OS,6/25/2018,
UMBS,D03E,432,POGR,28.4,L,OD,6/25/2018,
UMBS,D03E,433,PIST,8,L,OS,6/25/2018,
UMBS,D03E,434,POGR,18.8,D,UN,6/25/2018,
UMBS,D03E,435,ACRU,8.2,L,OS,6/25/2018,
UMBS,D03E,436,ACRU,12.9,L,OS,6/25/2018,
UMBS,D03E,437,QURU,15.1,L,OS,6/25/2018,
UMBS,D03E,438,QURU,23.4,L,OS,6/25/2018,
UMBS,D03E,439,PIRE,25,L,OS,6/25/2018,
UMBS,D03E,440,QURU,28.1,L,OD,6/25/2018,
UMBS,D03E,441,ACRU,9.3,L,OS,6/25/2018,in a cluster with 442 &443
UMBS,D03E,442,ACRU,10.9,L,OS,6/25/2018,In a cluster with 441&443
UMBS,D03E,443,ACRU,14.5,L,OS,6/25/2018,In a cluster 441 &442
UMBS,D03E,444,POGR,23.2,L,OD,6/25/2018,
UMBS,D03E,445,POGR,27.5,L,OD,6/25/2018,in veg plot SW
UMBS,D03E,446,QURU,12.9,L,OS,6/25/2018,Dbh taken above
UMBS,D03E,447,POGR,23.4,D,OS,6/25/2018,
UMBS,D03E,448,QURU,26.5,L,OS,6/25/2018,
UMBS,D03E,449,ACRU,14.9,L,OS,6/25/2018,in a cluster with 450
UMBS,D03E,450,ACRU,19.3,L,OS,6/25/2018,"In a cluster with 449, in a new plot, new plot number 430"
UMBS,D03E,451,FAGR,8.3,L,OS,6/25/2018,in a cluster
UMBS,D03E,452,POGR,25.8,L,OD,6/25/2018,
UMBS,D03E,453,QURU,22,L,OD,6/25/2018,in a cluster with 454
UMBS,D03E,454,QURU,21.4,L,OD,6/25/2018,in a cluster with 453
UMBS,D03E,455,QURU,18.5,L,OD,6/25/2018,
UMBS,D03E,456,POGR,19.3,L,OD,6/25/2018,
UMBS,D03E,457,POGR,22.5,L,OD,6/25/2018,
UMBS,D03E,458,POGR,21.4,L,OD,6/25/2018,
UMBS,D03E,459,QURU,34,L,OD,6/25/2018,
UMBS,D03E,460,PIRE,21.9,L,OS,6/25/2018,"in a new plot, plot number 430"
UMBS,D03E,461,FAGR,10.2,L,OS,6/25/2018,"in a cluster with 462 & 463, taken above dbh"
UMBS,D03E,462,FAGR,8,L,OS,6/25/2018,in a cluster with 461 & 463
UMBS,D03E,463,FAGR,12.4,L,OS,6/25/2018,In a plot with 461 & 462
UMBS,D03E,464,POGR,17.9,L,OD,6/25/2018,
UMBS,D03E,465,ACRU,14,L,OS,6/25/2018,in a cluster with 466
UMBS,D03E,466,ACRU,9.7,L,UN,6/25/2018,in a cluster with 465
UMBS,D03E,467,QURU,14.1,L,OS,6/25/2018,
UMBS,D03E,468,PIST,8.2,L,OS,6/25/2018,
UMBS,D03E,469,QURU,16.3,L,OS,6/25/2018,
UMBS,D03E,470,PIRE,13.7,L,OS,6/25/2018,
UMBS,D03E,471,QURU,11.2,L,OS,6/25/2018,
UMBS,D03E,472,PIRE,21.1,L,OS,6/25/2018,
UMBS,D03E,473,PIRE,8.9,L,OS,6/25/2018,
UMBS,D03E,474,QURU,29.2,L,OD,6/25/2018,
UMBS,D03E,475,PIST,8.7,L,UN,6/25/2018,
UMBS,D03E,476,QURU,25,L,OD,6/25/2018,in a cluster with 477
UMBS,D03E,477,QURU,33.4,L,OD,6/25/2018,in a clayer with 476
UMBS,D03E,478,POGR,30.9,L,OD,6/25/2018,
UMBS,D03E,479,QURU,23.9,L,OD,6/25/2018,in a cluser
UMBS,D03E,480,POGR,22,L,OD,6/25/2018,
UMBS,D03E,481,QURU,20.1,L,OD,6/25/2018,
UMBS,D03E,482,PIST,9.8,L,OS,6/25/2018,
UMBS,D03E,483,ACRU,9.5,L,OS,6/25/2018,
UMBS,D03E,484,POGR,17.9,L,OD,6/25/2018,
UMBS,D03E,485,QURU,20.1,L,OD,6/25/2018,
UMBS,D03E,486,ACRU,8.1,L,UN,6/25/2018,in a cluster with 487 & 488 & 489
UMBS,D03E,487,ACRU,14.5,D,OS,6/25/2018,In a cluster with 486 & 488 & 489
UMBS,D03E,488,ACRU,14.6,D,OS,6/25/2018,In a cluster with 486 487 489
UMBS,D03E,489,ACRU,12,D,OS,6/25/2018,In a cluster with 486 487 488
UMBS,D03E,490,ACRU,8.9,L,OS,6/25/2018,"in a cluster, In a new plot, new plot number is 428"
UMBS,D03E,491,ACRU,10.4,L,OS,6/25/2018,
UMBS,D03E,492,QURU,23.5,L,OD,6/25/2018,
UMBS,D03E,493,POGR,28.5,L,OD,6/25/2018,in a cluster with 494
UMBS,D03E,494,POGR,13.4,D,UN,6/25/2018,in a cluster with 493
UMBS,D03E,495,POGR,29.6,L,OD,6/25/2018,
UMBS,D03E,496,PIST,22.8,L,OS,6/25/2018,
UMBS,D03W,497,POGR,16.1,L,OD,6/25/2018,
UMBS,D03W,498,ACRU,8.7,L,OS,6/25/2018,shared base
UMBS,D03W,499,ACRU,12.3,L,OS,6/25/2018,shared base
UMBS,D03W,500,ACRU,14,L,OS,6/25/2018,shared base
UMBS,D03W,501,QURU,29.4,L,OD,6/25/2018,
UMBS,D03W,502,PIST,10.7,L,UN,6/25/2018,Taken above DBH
UMBS,D03W,503,ACRU,12.2,L,OS,6/25/2018,Shared base
UMBS,D03W,504,ACRU,8.6,L,OS,6/25/2018,shared base
UMBS,D03W,505,POGR,18.8,L,OD,6/25/2018,
UMBS,D03W,506,POGR,23.1,L,OD,6/25/2018,
UMBS,D03W,507,QURU,29.6,L,OD,6/25/2018,shared base
UMBS,D03W,508,QURU,26.6,L,OD,6/25/2018,shared base
UMBS,D03W,509,QURU,30.2,L,OD,6/25/2018,shared base
UMBS,D03W,510,QURU,12.7,M,UN,6/25/2018,used “top” DBH line of 2 avail
UMBS,D03W,511,ACRU,8,D,UN,6/25/2018,
UMBS,D03W,512,POGR,28.7,L,OD,6/25/2018,
UMBS,D03W,513,ACRU,13.6,L,OS,6/25/2018,shared base w/ <8cm stems
UMBS,D03W,514,POGR,33.6,L,OD,6/25/2018,
UMBS,D03W,515,PIST,12.4,L,UN,6/25/2018,
UMBS,D03W,516,POGR,16,D,UN,6/25/2018,
UMBS,D03W,517,PIRE,1,L,SA,6/25/2018,veg plot
UMBS,D03W,518,ACRU,14.1,D,UN,6/25/2018,shared base
UMBS,D03W,519,ACRU,8.4,L,OS,6/25/2018,shared base
UMBS,D03W,520,QURU,34.5,L,OD,6/25/2018,
UMBS,D03W,521,POGR,23.2,L,OD,6/25/2018,
UMBS,D03W,522,FAGR,14.4,L,OS,6/25/2018,
UMBS,D03W,523,POGR,16.7,D,UN,6/25/2018,
UMBS,D03W,524,POGR,20.4,L,OD,6/25/2018,
UMBS,D03W,525,QURU,5.9,L,UN,6/25/2018,
UMBS,D03W,526,FAGR,8.6,L,OS,6/25/2018,"shared base, taken above DBH, veg plot"
UMBS,D03W,527,FAGR,10.4,L,OS,6/25/2018,"shared base, taken above DBH, veg plot"
UMBS,D03W,528,PIST,22.6,L,OS,6/25/2018,
UMBS,D03W,529,QURU,43.4,L,OD,6/25/2018,
UMBS,D03W,530,POGR,23.9,L,OD,6/25/2018,
UMBS,D03W,531,QURU,36,L,OD,6/25/2018,
UMBS,D03W,532,POGR,26.7,L,OD,6/25/2018,
UMBS,D03W,533,PIST,26,L,OS,6/25/2018,
UMBS,D03W,534,POGR,19.9,D,UN,6/25/2018,
UMBS,D03W,535,QURU,12.1,L,OS,6/25/2018,
UMBS,D03W,536,ACRU,9.5,L,OS,6/25/2018,
UMBS,D03W,537,POGR,26.2,L,OD,6/25/2018,
UMBS,D03W,538,FAGR,12.8,L,OS,6/25/2018,
UMBS,D03W,539,ACRU,12.6,L,OS,6/25/2018,
UMBS,D03W,540,POGR,29.7,L,OD,6/25/2018,
UMBS,D03W,541,QURU,18.1,L,OD,6/25/2018,
UMBS,D03W,542,ACRU,9.2,L,OS,6/25/2018,"in a new plot, 433"
UMBS,D03W,543,PIST,11.6,L,UN,6/25/2018,
UMBS,D03W,544,ACRU,9.4,L,OS,6/25/2018,
UMBS,D03W,545,POGR,26.1,L,OD,6/25/2018,
UMBS,D03W,546,POGR,24.3,L,OD,6/25/2018,
UMBS,D03W,547,POGR,24,L,OD,6/25/2018,
UMBS,D03W,548,ACRU,12.4,L,OS,6/25/2018,shared base
UMBS,D03W,549,ACRU,14.7,L,OS,6/25/2018,shared base
UMBS,D03W,550,POGR,27.7,L,OD,6/25/2018,"in a new plot, 433"
UMBS,D03W,551,POGR,19.7,L,OD,6/25/2018,
UMBS,D03W,552,QURU,40.6,L,OD,6/25/2018,
UMBS,D03W,553,POGR,25.9,L,OD,6/25/2018,
UMBS,D03W,554,POGR,28.7,L,OD,6/25/2018,
UMBS,D03W,555,QURU,30.7,L,OD,6/25/2018,"in a new plot, 433"
UMBS,D03W,556,QURU,17.5,L,OS,6/25/2018,
UMBS,D03W,557,ACRU,8.7,L,UN,6/25/2018,shared base
UMBS,D03W,558,ACRU,9.3,L,UN,6/25/2018,shared base
UMBS,D03W,559,POGR,30.8,L,OD,6/25/2018,
UMBS,D03W,560,POGR,28.4,L,OD,6/25/2018,
UMBS,D03W,561,POGR,23.9,L,OD,6/25/2018,
UMBS,D03W,562,ACRU,10.8,L,OS,6/25/2018,
UMBS,D03W,563,BEPA,10.2,L,OS,6/25/2018,
UMBS,D03W,564,PIST,9.1,L,UN,6/25/2018,
UMBS,D03W,565,QURU,8.8,L,OS,6/25/2018,
UMBS,D03W,566,POGR,28.1,L,OD,6/25/2018,
UMBS,D03W,567,QURU,24,L,OD,6/25/2018,
UMBS,D03W,568,ACRU,8.7,L,OS,6/25/2018,"shared base, taken ~6in above DBH to account for closely spaced stems"
UMBS,D03W,569,POGR,18.9,L,OD,6/25/2018,
UMBS,D03W,570,POGR,17.5,L,OD,6/25/2018,taken above DBH
UMBS,D03W,571,QURU,13.9,D,OS,6/25/2018,
UMBS,D03W,572,ACRU,11.9,L,OS,6/25/2018,shared base
UMBS,D03W,573,ACRU,16,L,OS,6/25/2018,
UMBS,D03W,574,QURU,28.1,L,OD,6/25/2018,shared base
UMBS,D03W,575,QURU,27.5,L,OD,6/25/2018,"Shared base, in new plot 433"
UMBS,D03W,576,POGR,19.6,L,OD,6/25/2018,
UMBS,D03W,577,POGR,27,L,OD,6/25/2018,
UMBS,D03W,578,POGR,31.2,L,OD,6/25/2018,
UMBS,D03W,579,POGR,20.2,L,OD,6/25/2018,
UMBS,D03W,580,PIST,4.1,L,UN,6/25/2018,veg plot
UMBS,D03W,581,QURU,32.2,L,OD,6/25/2018,"in new plot, 433"
UMBS,D04E,144,ACRU,10.1,L,OD,6/22/2018,0144-0147 SHARE BASE
UMBS,D04E,145,ACRU,10.9,L,OD,6/22/2018,0144-0147 SHARE BASE
UMBS,D04E,146,ACRU,14.7,L,OD,6/22/2018,0144-0147 SHARE BASE
UMBS,D04E,147,ACRU,15.8,L,OD,6/22/2018,0144-0147 SHARE BASE
UMBS,D04E,148,ACRU,13.7,L,OD,6/22/2018,0148- 0150 SHARE BASE
UMBS,D04E,149,ACRU,16.4,L,OD,6/22/2018,0148- 0150 SHARE BASE
UMBS,D04E,150,ACRU,11.8,L,OD,6/22/2018,0148- 0150 SHARE BASE
UMBS,D04E,151,ACRU,11.1,L,OS,6/22/2018,
UMBS,D04E,152,PIST,8,L,OS,6/22/2018,
UMBS,D04E,153,PIST,9.9,L,OS,6/22/2018,
UMBS,D04E,154,QURU,9.3,L,OS,6/22/2018,
UMBS,D04E,155,ACRU,12.3,L,OD,6/22/2018,0155-0159 SHARE BASE
UMBS,D04E,156,ACRU,10.5,L,OS,6/22/2018,0155-0159 SHARE BASE
UMBS,D04E,157,ACRU,17.1,L,OD,6/22/2018,0155-0159 SHARE BASE
UMBS,D04E,158,ACRU,8.6,D,OS,6/22/2018,0155-0159 SHARE BASE
UMBS,D04E,159,ACRU,9,L,OS,6/22/2018,0155-0159 SHARE BASE
UMBS,D04E,160,PIST,1.7,L,SA,6/22/2018,0160 IN NE VEG PLOT
UMBS,D04E,161,PIST,5.3,L,UN,6/22/2018,0161 IN NE VEG PLOT
UMBS,D04E,162,PIST,9.9,L,UN,6/22/2018,
UMBS,D04E,163,PIST,24,L,OD,6/22/2018,
UMBS,D04E,164,PIST,8.1,L,UN,6/22/2018,
UMBS,D04E,165,QURU,47.8,L,OD,6/22/2018,
UMBS,D04E,166,QURU,50.6,L,OD,6/22/2018,
UMBS,D04E,167,PIST,13.9,L,OS,6/22/2018,
UMBS,D04E,168,PIST,9,L,UN,6/22/2018,
UMBS,D04E,169,PIST,8.5,L,UN,6/22/2018,
UMBS,D04E,170,PIST,10.9,L,OS,6/22/2018,
UMBS,D04E,171,PIST,12.6,L,OS,6/22/2018,
UMBS,D04E,172,POTR,19.6,L,OS,6/22/2018,
UMBS,D04E,173,PIST,11.7,L,OS,6/22/2018,
UMBS,D04E,174,PIST,11,L,OS,6/22/2018,0174 IN SE VEG PLOT
UMBS,D04E,175,PIST,10.4,L,UN,6/22/2018,
UMBS,D04E,176,PIST,11.2,L,OS,6/22/2018,
UMBS,D04E,177,PIST,11.2,L,OS,6/22/2018,
UMBS,D04E,178,PIST,8,L,UN,6/22/2018,
UMBS,D04E,179,PIST,13.6,L,OS,6/22/2018,
UMBS,D04E,180,PIST,10.4,L,UN,6/22/2018,
UMBS,D04E,181,PIST,9.5,L,UN,6/22/2018,
UMBS,D04E,182,QURU,34.5,L,OD,6/22/2018,
UMBS,D04E,183,ACRU,10.4,L,OS,6/22/2018,0183 - 0184 SHARE BASE
UMBS,D04E,184,ACRU,11,L,OS,6/22/2018,184 - 0184 SHARE BASE
UMBS,D04E,185,PIST,8.3,L,UN,6/22/2018,
UMBS,D04E,186,POGR,9,D,UN,6/22/2018,
UMBS,D04E,187,PIST,13.6,L,OS,6/22/2018,
UMBS,D04E,188,POGR,42.3,M,OD,6/22/2018,
UMBS,D04E,189,POGR,15.4,L,OS,6/22/2018,
UMBS,D04E,190,PIST,21.6,L,OS,6/22/2018,
UMBS,D04E,191,POGR,31.8,L,OD,6/22/2018,
UMBS,D04E,192,PIST,31.6,M,OD,6/22/2018,
UMBS,D04E,193,QURU,12.7,L,OS,6/22/2018,
UMBS,D04E,194,POGR,37.8,D,OS,6/22/2018,0194- 0195 SHARE BASE
UMBS,D04E,195,POGR,36.7,L,OD,6/22/2018,0194- 0195 SHARE BASE
UMBS,D04E,196,PIST,15.1,L,OS,6/22/2018,
UMBS,D04E,197,QURU,27.7,L,OD,6/22/2018,
UMBS,D04E,198,PIST,26.8,M,OD,6/22/2018,
UMBS,D04E,199,PIST,21,L,OS,6/22/2018,
UMBS,D04E,200,POGR,22.7,L,OS,6/22/2018,
UMBS,D04E,201,PIST,9.6,L,UN,6/22/2018,
UMBS,D04E,202,PIST,9.4,L,UN,6/22/2018,
UMBS,D04E,203,QURU,29.6,L,OD,6/22/2018,0203- 0204 SHARE BASE
UMBS,D04E,204,QURU,27.7,L,OD,6/22/2018,0203- 0204 SHARE BASE
UMBS,D04E,205,QURU,36.9,L,OD,6/22/2018,
UMBS,D04W,1,ACRU,13.1,L,OD,6/21/2018,0001-0005 SHARE BASE
UMBS,D04W,2,ACRU,18.7,L,OD,6/21/2018,0001-0005 SHARE BASE
UMBS,D04W,3,ACRU,11.7,L,OD,6/21/2018,0001-0005 SHARE BASE
UMBS,D04W,4,ACRU,12.7,L,OD,6/21/2018,0001-0005 SHARE BASE
UMBS,D04W,5,ACRU,4.5,D,UN,6/21/2018,0001-0005 SHARE BASE
UMBS,D04W,6,PIST,13.1,L,OS,6/21/2018,
UMBS,D04W,7,ACRU,3.8,D,UN,6/21/2018,0007-0009 SHARE BASE
UMBS,D04W,8,ACRU,13.9,L,OD,6/21/2018,0007-0009 SHARE BASE
UMBS,D04W,9,ACRU,8.7,L,OD,6/21/2018,0007-0009 SHARE BASE
UMBS,D04W,10,PIST,8.3,L,UN,6/21/2018,
UMBS,D04W,11,PIST,13.1,L,OS,6/21/2018,
UMBS,D04W,12,POGR,27.7,D,UN,6/21/2018,
UMBS,D04W,13,PIST,9.5,L,OS,6/21/2018,
UMBS,D04W,14,PIST,9,L,OS,6/21/2018,
UMBS,D04W,15,PIST,4,L,UN,6/21/2018,
UMBS,D04W,16,PIST,13.1,L,OS,6/21/2018,
UMBS,D04W,17,PIST,6.8,L,OS,6/21/2018,
UMBS,D04W,18,POGR,20.9,M,OD,6/21/2018,
UMBS,D04W,19,PIRE,1.2,L,SA,6/21/2018,
UMBS,D04W,20,PIST,13.7,L,OS,6/21/2018,
UMBS,D04W,21,POGR,18.2,L,OD,6/21/2018,
UMBS,D04W,22,POGR,7.3,D,OS,6/21/2018,
UMBS,D04W,23,PIST,11.7,L,OS,6/21/2018,
UMBS,D04W,24,POGR,19.6,L,OD,6/21/2018,
UMBS,D04W,25,PIST,2,L,SA,6/21/2018,
UMBS,D04W,26,PIST,6,L,OS,6/21/2018,
UMBS,D04W,27,POGR,18.9,D,OS,6/21/2018,
UMBS,D04W,28,PIST,8.2,L,OS,6/21/2018,
UMBS,D04W,29,PIST,15.2,L,OS,6/21/2018,
UMBS,D04W,30,ACRU,3.5,L,UN,6/21/2018,
UMBS,D04W,31,ACRU,1.5,L,UN,6/21/2018,
UMBS,D04W,32,ACRU,1.7,L,UN,6/21/2018,0032-0033 SHARE BASE
UMBS,D04W,33,ACRU,2.1,L,UN,6/21/2018,0032-0033 SHARE BASE
UMBS,D04W,34,PIST,9.3,L,OS,6/21/2018,
UMBS,D04W,35,POGR,15,L,OD,6/21/2018,
UMBS,D04W,36,PIST,9.4,L,OS,6/21/2018,0036-0037 SHARE BASE
UMBS,D04W,37,PIST,3.7,L,UN,6/21/2018,0036-0037 SHARE BASE
UMBS,D04W,38,POGR,17.2,D,OD,6/21/2018,
UMBS,D04W,39,POGR,12.8,L,OD,6/21/2018,
UMBS,D04W,40,PIST,2.3,L,UN,6/21/2018,
UMBS,D04W,41,POGR,17.8,D,OD,6/21/2018,
UMBS,D04W,42,POGR,10.5,L,OS,6/21/2018,
UMBS,D04W,43,ACRU,1.6,L,UN,6/21/2018,
UMBS,D04W,44,POGR,23.8,L,OD,6/21/2018,
UMBS,D04W,45,PIRE,5.2,L,UN,6/21/2018,
UMBS,D04W,46,PIST,6.8,L,UN,6/21/2018,
UMBS,D04W,47,POGR,13.4,L,OD,6/21/2018,
UMBS,D04W,48,POGR,13.1,L,OD,6/21/2018,
UMBS,D04W,49,PIRE,1.1,L,SA,6/21/2018,
UMBS,D04W,50,PIST,9.5,L,OS,6/21/2018,
UMBS,D04W,51,PIST,5.1,L,UN,6/21/2018,
UMBS,D04W,52,PIST,10.4,L,OS,6/21/2018,
UMBS,D04W,53,POGR,17,L,OD,6/21/2018,
UMBS,D04W,54,PIST,9.5,L,OS,6/21/2018,
UMBS,D04W,55,POGR,16.3,L,OD,6/21/2018,
UMBS,D04W,56,PIST,3.5,L,UN,6/21/2018,
UMBS,D04W,57,PIST,7.4,L,OS,6/21/2018,
UMBS,D04W,58,PIST,1.5,L,UN,6/21/2018,READ AS OUTSIDE PLOT AT 18.02 M
UMBS,D04W,59,PIST,16,L,OS,6/21/2018,
UMBS,D04W,60,PIST,10.5,L,OS,6/21/2018,
UMBS,D04W,61,POGR,13,D,UN,6/21/2018,
UMBS,D04W,62,PIST,29,L,OD,6/21/2018,
UMBS,D04W,63,PIST,14.1,L,OS,6/21/2018,
UMBS,D04W,64,POGR,18.6,L,OD,6/21/2018,
UMBS,D04W,65,POGR,21.6,D,OS,6/21/2018,
UMBS,D04W,66,POGR,23.1,L,OD,6/21/2018,
UMBS,D04W,67,PIST,12.6,L,OS,6/21/2018,
UMBS,D04W,68,PIRE,1.4,L,SA,6/21/2018,
UMBS,D04W,69,POGR,15.7,L,OD,6/21/2018,
UMBS,D04W,70,PIST,10.5,L,OS,6/21/2018,
UMBS,D04W,71,AMEL,2.4,L,UN,6/21/2018,0071-0079 SHARE BASE
UMBS,D04W,72,AMEL,6.2,D,UN,6/21/2018,0071-0079 SHARE BASE
UMBS,D04W,73,AMEL,10.9,D,UN,6/21/2018,0071-0079 SHARE BASE
UMBS,D04W,74,AMEL,4.4,L,UN,6/21/2018,0071-0079 SHARE BASE
UMBS,D04W,75,AMEL,4.4,D,UN,6/21/2018,0071-0079 SHARE BASE
UMBS,D04W,76,AMEL,2.6,D,UN,6/21/2018,0071-0079 SHARE BASE
UMBS,D04W,77,AMEL,2.2,L,UN,6/21/2018,0071-0079 SHARE BASE
UMBS,D04W,78,AMEL,4.2,D,UN,6/21/2018,0071-0079 SHARE BASE
UMBS,D04W,79,AMEL,5,D,UN,6/21/2018,0071-0079 SHARE BASE
UMBS,D04W,80,PIST,6.2,L,UN,6/21/2018,
UMBS,D04W,81,PIST,10.1,L,OS,6/21/2018,
UMBS,D04W,82,POGR,18.2,L,OD,6/21/2018,
UMBS,D04W,83,PIST,14.1,L,OS,6/21/2018,
UMBS,D04W,84,PIST,4,L,OS,6/21/2018,
UMBS,D04W,85,PIST,11.1,L,OS,6/21/2018,
UMBS,D04W,86,PIST,6,L,OS,6/21/2018,
UMBS,D04W,87,PIST,8.2,L,OS,6/21/2018,
UMBS,D04W,88,POGR,25.2,L,OD,6/21/2018,
UMBS,D04W,89,POGR,13.3,L,OD,6/21/2018,READ AS OUTSIDE PLOT AT 18.27 M
UMBS,D04W,90,PIST,1,L,SA,6/21/2018,
UMBS,D04W,91,PIST,12.2,L,OS,6/21/2018,
UMBS,D04W,92,PIST,2.3,L,SA,6/21/2018,
UMBS,D04W,93,PIST,2.6,L,UN,6/21/2018,
UMBS,D04W,94,PIST,4.2,L,UN,6/21/2018,
UMBS,D04W,95,PIST,3.3,L,UN,6/21/2018,
UMBS,D04W,96,PIST,3.5,L,UN,6/21/2018,
UMBS,D04W,97,PIST,5,L,UN,6/21/2018,
UMBS,D04W,98,PIST,4.2,D,UN,6/21/2018,
UMBS,D04W,99,PIST,3.1,L,UN,6/21/2018,
UMBS,D04W,100,PIST,1.2,L,SA,6/21/2018,
UMBS,D04W,101,PIST,2.9,L,UN,6/21/2018,
UMBS,D04W,102,PIST,4.1,L,UN,6/21/2018,
UMBS,D04W,103,PIST,2.2,L,UN,6/21/2018,
UMBS,D04W,104,ACRU,13,L,OS,6/21/2018,0104-0109 SHARE BASE
UMBS,D04W,105,ACRU,14,L,OS,6/21/2018,0104-0109 SHARE BASE
UMBS,D04W,106,ACRU,12.7,L,OS,6/21/2018,0104-0109 SHARE BASE
UMBS,D04W,107,ACRU,2.3,L,UN,6/21/2018,0104-0109 SHARE BASE
UMBS,D04W,108,ACRU,5.3,L,UN,6/21/2018,0104-0109 SHARE BASE
UMBS,D04W,109,ACRU,14.5,L,OS,6/21/2018,0104-0109 SHARE BASE
UMBS,D04W,110,ACRU,1.4,D,UN,6/21/2018,0110-0112 SHARE BASE
UMBS,D04W,111,ACRU,3.4,L,UN,6/21/2018,0110-0112 SHARE BASE
UMBS,D04W,112,ACRU,11.7,L,UN,6/21/2018,0110-0112 SHARE BASE
UMBS,D04W,113,PIST,1,L,SA,6/21/2018,
UMBS,D04W,114,PIST,4.1,L,UN,6/21/2018,
UMBS,D04W,115,PIST,10.2,L,OS,6/21/2018,"IN NEW PLOT 445, SEE NOTES ON PAPER COPY"
UMBS,D04W,116,PIRE,3.5,L,UN,6/22/2018,"IN NEW PLOT 445, SEE NOTES ON PAPER COPY"
UMBS,D04W,117,POGR,10.7,M,OS,6/22/2018,
UMBS,D04W,118,PIST,13.3,L,OS,6/21/2018,
UMBS,D04W,119,PIST,1.3,L,SA,6/21/2018,READ AS OUTSIDE PLOT AT 18.08 M
UMBS,D04W,120,PIST,1.7,L,UN,6/21/2018,
UMBS,D04W,121,PIRE,3.2,L,UN,6/21/2018,
UMBS,D04W,122,PIST,1.8,L,UN,6/21/2018,
UMBS,D04W,123,PIST,1.4,L,UN,6/21/2018,
UMBS,D04W,124,POGR,16.1,L,OD,6/21/2018,
UMBS,D04W,125,POGR,14.5,L,OD,6/21/2018,
UMBS,D04W,126,POGR,5.2,D,SA,6/21/2018,
UMBS,D04W,127,POGR,25.9,L,OD,6/21/2018,
UMBS,D04W,128,POGR,21.3,L,OD,6/21/2018,
UMBS,D04W,129,POGR,9.3,L,OS,6/21/2018,
UMBS,D04W,130,PIST,10,L,OS,6/21/2018,
UMBS,D04W,131,PIST,10.8,L,OS,6/21/2018,
UMBS,D04W,132,POGR,13.7,L,OD,6/21/2018,
UMBS,D04W,133,PIST,10.4,L,OS,6/21/2018,
UMBS,D04W,134,POGR,7.6,L,OS,6/21/2018,
UMBS,D04W,135,POGR,24.1,L,OD,6/21/2018,
UMBS,D04W,136,PIST,1.1,L,SA,6/21/2018,
UMBS,D04W,137,POGR,19.3,L,OD,6/21/2018,
UMBS,D04W,138,POGR,10.1,L,OS,6/21/2018,
UMBS,D04W,139,POGR,18,L,OD,6/21/2018,
UMBS,D04W,140,PIST,15.5,L,OS,6/21/2018,
UMBS,D04W,141,PIST,9.9,L,OS,6/21/2018,
UMBS,D04W,142,POGR,16.6,L,OD,6/21/2018,
UMBS,D04W,143,POGR,9.8,L,OS,6/21/2018,
