species,tag,site,dbh_cm,health_status,canopy_status,date,notes,subplot_id,group,plot_id,latitude,longitude,component,a,b,se,source,ref,leaf_mass,genus,sla,leaf_area,fate,plot_side
ACRU,549,UMBS,14.7,L,OS,6/25/2018,shared base,D03W,D,D03,45.5602273,-84.7048644,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.340871248,Acer,19,44.4765537,live,W
FAGR,522,UMBS,14.4,L,OS,6/25/2018,,D03W,D,D03,45.5603686,-84.7046577,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,1.802329918,Fagus,35,63.08154713,live,W
ACRU,500,UMBS,14,L,OS,6/25/2018,shared base,D03W,D,D03,45.5604102,-84.704828,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.171430865,Acer,19,41.25718644,live,W
ACRU,513,UMBS,13.6,L,OS,6/25/2018,shared base w/ <8cm stems,D03W,D,D03,45.5604869,-84.7047005,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.076628216,Acer,19,39.45593611,live,W
FAGR,538,UMBS,12.8,L,OS,6/25/2018,,D03W,D,D03,45.56027,-84.7047831,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,1.487443008,Fagus,35,52.06050528,live,W
QURU,510,UMBS,12.7,M,UN,6/25/2018,used “top” DBH line of 2 avail,D03W,D,D03,45.5604685,-84.7047819,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",1.937651422,Quercus,14.2,27.51465019,live,W
ACRU,539,UMBS,12.6,L,OS,6/25/2018,,D03W,D,D03,45.5602728,-84.7048018,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.846203081,Acer,19,35.07785853,live,W
ACRU,548,UMBS,12.4,L,OS,6/25/2018,shared base,D03W,D,D03,45.5602282,-84.7048589,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.801267557,Acer,19,34.22408359,live,W
PIST,515,UMBS,12.4,L,UN,6/25/2018,,D03W,D,D03,45.5604173,-84.704754,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.378278631,Pinus,12.5,4.728482891,live,W
ACRU,499,UMBS,12.3,L,OS,6/25/2018,shared base,D03W,D,D03,45.560408,-84.7048164,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.778945747,Acer,19,33.79996919,live,W
ACRU,503,UMBS,12.2,L,OS,6/25/2018,Shared base,D03W,D,D03,45.5604568,-84.7048804,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.756721721,Acer,19,33.37771269,live,W
QURU,535,UMBS,12.1,L,OS,6/25/2018,,D03W,D,D03,45.5603491,-84.704788,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",1.805901053,Quercus,14.2,25.64379495,live,W
ACRU,572,UMBS,11.9,L,OS,6/25/2018,shared base,D03W,D,D03,45.5603969,-84.7049878,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.690640048,Acer,19,32.12216091,live,W
PIST,543,UMBS,11.6,L,UN,6/25/2018,,D03W,D,D03,45.5603038,-84.7048158,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.335107983,Pinus,12.5,4.188849784,live,W
ACRU,562,UMBS,10.8,L,OS,6/25/2018,,D03W,D,D03,45.5603481,-84.7049979,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.456067188,Acer,19,27.66527657,live,W
PIST,502,UMBS,10.7,L,UN,6/25/2018,Taken above DBH,D03W,D,D03,45.5604383,-84.7048765,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.289370951,Pinus,12.5,3.617136883,live,W
FAGR,527,UMBS,10.4,L,OS,6/25/2018,"shared base, taken above DBH, veg plot",D03W,D,D03,45.5602958,-84.7047003,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,1.06029173,Fagus,35,37.11021055,live,W
BEPA,563,UMBS,10.2,L,OS,6/25/2018,,D03W,D,D03,45.5603309,-84.704968,FL,0.0132,1.9505,NA,Upper Great Lakes,"Perala and Alban, 1994",1.224189263,Betula,20.82,25.48762046,live,W
ACRU,536,UMBS,9.5,L,OS,6/25/2018,,D03W,D,D03,45.5602487,-84.7047644,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.195097076,Acer,19,22.70684445,live,W
ACRU,544,UMBS,9.4,L,OS,6/25/2018,,D03W,D,D03,45.5603073,-84.7048214,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.175779073,Acer,19,22.3398024,live,W
ACRU,558,UMBS,9.3,L,UN,6/25/2018,shared base,D03W,D,D03,45.5602918,-84.704955,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.15657173,Acer,19,21.97486287,live,W
ACRU,542,UMBS,9.2,L,OS,6/25/2018,"in a new plot, 433",D03W,D,D03,45.5602358,-84.7047855,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.137475591,Acer,19,21.61203623,live,W
PIST,564,UMBS,9.1,L,UN,6/25/2018,,D03W,D,D03,45.5603421,-84.7049326,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.215597051,Pinus,12.5,2.694963142,live,W
QURU,565,UMBS,8.8,L,OS,6/25/2018,,D03W,D,D03,45.5603614,-84.7049133,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",1.136222867,Quercus,14.2,16.13436471,live,W
ACRU,557,UMBS,8.7,L,UN,6/25/2018,shared base,D03W,D,D03,45.5602903,-84.704951,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.043682691,Acer,19,19.82997112,live,W
ACRU,498,UMBS,8.7,L,OS,6/25/2018,shared base,D03W,D,D03,45.5604047,-84.704821,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.043682691,Acer,19,19.82997112,live,W
ACRU,568,UMBS,8.7,L,OS,6/25/2018,"shared base, taken ~6in above DBH to account for closely spaced stems",D03W,D,D03,45.5603543,-84.7048705,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.043682691,Acer,19,19.82997112,live,W
ACRU,504,UMBS,8.6,L,OS,6/25/2018,shared base,D03W,D,D03,45.5604565,-84.7048899,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.025265743,Acer,19,19.48004912,live,W
FAGR,526,UMBS,8.6,L,OS,6/25/2018,"shared base, taken above DBH, veg plot",D03W,D,D03,45.5603085,-84.7047162,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,0.777801446,Fagus,35,27.2230506,live,W
ACRU,519,UMBS,8.4,L,OS,6/25/2018,shared base,D03W,D,D03,45.560419,-84.7046984,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",0.988778313,Acer,19,18.78678794,live,W
PIST,28,UMBS,8.2,L,OS,6/21/2018,,D04W,D,D04,45.5617776,-84.7037652,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.178428563,Pinus,12.5,2.230357032,kill,W
PIST,87,UMBS,8.2,L,OS,6/21/2018,,D04W,D,D04,45.5615895,-84.7039177,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.178428563,Pinus,12.5,2.230357032,kill,W
PIST,10,UMBS,8.3,L,UN,6/21/2018,,D04W,D,D04,45.5618252,-84.7038354,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.18240196,Pinus,12.5,2.280024501,kill,W
ACRU,9,UMBS,8.7,L,OD,6/21/2018,0007-0009 SHARE BASE,D04W,D,D04,45.5618096,-84.7038841,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.043682691,Acer,19,19.82997112,kill,W
PIST,14,UMBS,9,L,OS,6/21/2018,,D04W,D,D04,45.5618759,-84.7037775,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.211311555,Pinus,12.5,2.641394442,kill,W
PIST,34,UMBS,9.3,L,OS,6/21/2018,,D04W,D,D04,45.5617726,-84.70368,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.224283913,Pinus,12.5,2.803548913,kill,W
POGR,129,UMBS,9.3,L,OS,6/21/2018,,D04W,D,D04,45.5618155,-84.7040219,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",0.431183836,Populus,15.89,6.851511158,kill,W
PIST,36,UMBS,9.4,L,OS,6/21/2018,0036-0037 SHARE BASE,D04W,D,D04,45.5617642,-84.7037663,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.228685125,Pinus,12.5,2.858564066,kill,W
PIST,13,UMBS,9.5,L,OS,6/21/2018,,D04W,D,D04,45.5618622,-84.7038172,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.233124758,Pinus,12.5,2.914059472,kill,W
PIST,54,UMBS,9.5,L,OS,6/21/2018,,D04W,D,D04,45.561697,-84.7036939,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.233124758,Pinus,12.5,2.914059472,kill,W
PIST,50,UMBS,9.5,L,OS,6/21/2018,,D04W,D,D04,45.5617415,-84.7036994,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.233124758,Pinus,12.5,2.914059472,kill,W
POGR,143,UMBS,9.8,L,OS,6/21/2018,,D04W,D,D04,45.5617404,-84.7038933,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",0.485739125,Populus,15.89,7.7183947,kill,W
PIST,141,UMBS,9.9,L,OS,6/21/2018,,D04W,D,D04,45.5618365,-84.7039056,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.251266017,Pinus,12.5,3.140825213,kill,W
PIST,130,UMBS,10,L,OS,6/21/2018,,D04W,D,D04,45.5618171,-84.7040614,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.255896654,Pinus,12.5,3.198708173,kill,W
PIST,81,UMBS,10.1,L,OS,6/21/2018,,D04W,D,D04,45.5616738,-84.7039102,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.260565278,Pinus,12.5,3.257065979,kill,W
POGR,138,UMBS,10.1,L,OS,6/21/2018,,D04W,D,D04,45.5618264,-84.7039519,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",0.520229397,Populus,15.89,8.266445117,kill,W
PIST,115,UMBS,10.2,L,OS,6/21/2018,"IN NEW PLOT 445, SEE NOTES ON PAPER COPY",D04W,D,D04,45.5617162,-84.7040742,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.265271821,Pinus,12.5,3.315897766,kill,W
PIST,52,UMBS,10.4,L,OS,6/21/2018,,D04W,D,D04,45.5616973,-84.7037258,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.27479839,Pinus,12.5,3.43497988,kill,W
PIST,133,UMBS,10.4,L,OS,6/21/2018,,D04W,D,D04,45.5618279,-84.7039999,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.27479839,Pinus,12.5,3.43497988,kill,W
PIST,60,UMBS,10.5,L,OS,6/21/2018,,D04W,D,D04,45.5616655,-84.7037458,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.279618282,Pinus,12.5,3.495228528,kill,W
PIST,70,UMBS,10.5,L,OS,6/21/2018,,D04W,D,D04,45.5615906,-84.7038544,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.279618282,Pinus,12.5,3.495228528,kill,W
POGR,42,UMBS,10.5,L,OS,6/21/2018,,D04W,D,D04,45.5617535,-84.703696,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",0.568289222,Populus,15.89,9.03011574,kill,W
POGR,117,UMBS,10.7,M,OS,6/22/2018,,D04W,D,D04,NA,NA,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",0.593214637,Populus,15.89,9.426180584,kill,W
PIST,131,UMBS,10.8,L,OS,6/21/2018,,D04W,D,D04,45.5618092,-84.704005,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.294303597,Pinus,12.5,3.678794968,kill,W
PIST,85,UMBS,11.1,L,OS,6/21/2018,,D04W,D,D04,45.5615777,-84.7039044,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.309326024,Pinus,12.5,3.866575302,kill,W
ACRU,3,UMBS,11.7,L,OD,6/21/2018,0001-0005 SHARE BASE,D04W,D,D04,45.5617518,-84.7039034,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.647081385,Acer,19,31.29454631,kill,W
ACRU,112,UMBS,11.7,L,UN,6/21/2018,0110-0112 SHARE BASE,D04W,D,D04,45.5617272,-84.704037,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.647081385,Acer,19,31.29454631,kill,W
PIST,23,UMBS,11.7,L,OS,6/21/2018,,D04W,D,D04,45.5618106,-84.7037581,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.34037552,Pinus,12.5,4.254694,kill,W
PIST,91,UMBS,12.2,L,OS,6/21/2018,,D04W,D,D04,45.5616207,-84.7039514,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.367265742,Pinus,12.5,4.590821769,kill,W
PIST,67,UMBS,12.6,L,OS,6/21/2018,,D04W,D,D04,45.5616015,-84.7038119,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.389437607,Pinus,12.5,4.867970083,kill,W
ACRU,106,UMBS,12.7,L,OS,6/21/2018,0104-0109 SHARE BASE,D04W,D,D04,45.5617329,-84.7040295,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.868816079,Acer,19,35.5075055,kill,W
ACRU,4,UMBS,12.7,L,OD,6/21/2018,0001-0005 SHARE BASE,D04W,D,D04,45.561751,-84.7039071,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.868816079,Acer,19,35.5075055,kill,W
POGR,39,UMBS,12.8,L,OD,6/21/2018,,D04W,D,D04,45.5617689,-84.7037471,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",0.8917979,Populus,15.89,14.17066862,kill,W
ACRU,104,UMBS,13,L,OS,6/21/2018,0104-0109 SHARE BASE,D04W,D,D04,45.561738,-84.7040298,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.937231822,Acer,19,36.80740462,kill,W
ACRU,1,UMBS,13.1,L,OD,6/21/2018,0001-0005 SHARE BASE,D04W,D,D04,45.5617521,-84.7038981,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.960228175,Acer,19,37.24433532,kill,W
PIST,6,UMBS,13.1,L,OS,6/21/2018,,D04W,D,D04,45.5617633,-84.7039105,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.417971386,Pinus,12.5,5.224642324,kill,W
PIST,11,UMBS,13.1,L,OS,6/21/2018,,D04W,D,D04,45.5618963,-84.7038614,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.417971386,Pinus,12.5,5.224642324,kill,W
PIST,16,UMBS,13.1,L,OS,6/21/2018,,D04W,D,D04,45.5618085,-84.703809,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.417971386,Pinus,12.5,5.224642324,kill,W
POGR,48,UMBS,13.1,L,OD,6/21/2018,,D04W,D,D04,45.5617281,-84.7037128,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",0.94006084,Populus,15.89,14.93756675,kill,W
PIST,118,UMBS,13.3,L,OS,6/21/2018,,D04W,D,D04,45.5617799,-84.7040984,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.429638349,Pinus,12.5,5.370479358,kill,W
POGR,89,UMBS,13.3,L,OD,6/21/2018,READ AS OUTSIDE PLOT AT 18.27 M,D04W,D,D04,45.5615811,-84.7039658,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",0.973030038,Populus,15.89,15.4614473,kill,W
POGR,47,UMBS,13.4,L,OD,6/21/2018,,D04W,D,D04,45.5618521,-84.7038876,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",0.989753806,Populus,15.89,15.72718798,kill,W
PIST,20,UMBS,13.7,L,OS,6/21/2018,,D04W,D,D04,45.5618309,-84.7038215,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.453404554,Pinus,12.5,5.667556921,kill,W
POGR,132,UMBS,13.7,L,OD,6/21/2018,,D04W,D,D04,45.561815,-84.7039987,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",1.04088573,Populus,15.89,16.53967424,kill,W
ACRU,8,UMBS,13.9,L,OD,6/21/2018,0007-0009 SHARE BASE,D04W,D,D04,45.5618096,-84.7038789,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.147591242,Acer,19,40.8042336,kill,W
ACRU,105,UMBS,14,L,OS,6/21/2018,0104-0109 SHARE BASE,D04W,D,D04,45.561735,-84.7040311,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.171430865,Acer,19,41.25718644,kill,W
PIST,63,UMBS,14.1,L,OS,6/21/2018,,D04W,D,D04,45.5616835,-84.7038495,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.477744543,Pinus,12.5,5.971806783,kill,W
PIST,83,UMBS,14.1,L,OS,6/21/2018,,D04W,D,D04,45.5615792,-84.7038835,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.477744543,Pinus,12.5,5.971806783,kill,W
ACRU,109,UMBS,14.5,L,OS,6/21/2018,0104-0109 SHARE BASE,D04W,D,D04,45.5617314,-84.7040262,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.292004971,Acer,19,43.54809445,kill,W
POGR,125,UMBS,14.5,L,OD,6/21/2018,,D04W,D,D04,45.5617937,-84.7040408,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",1.184338832,Populus,15.89,18.81914405,kill,W
POGR,35,UMBS,15,L,OD,6/21/2018,,D04W,D,D04,45.5617637,-84.703786,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",1.279296991,Populus,15.89,20.32802919,kill,W
PIST,29,UMBS,15.2,L,OS,6/21/2018,,D04W,D,D04,45.5617758,-84.7037348,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.547613828,Pinus,12.5,6.845172853,kill,W
PIST,140,UMBS,15.5,L,OS,6/21/2018,,D04W,D,D04,45.5617743,-84.7038921,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.567410414,Pinus,12.5,7.092630179,kill,W
POGR,69,UMBS,15.7,L,OD,6/21/2018,,D04W,D,D04,45.5615868,-84.7038447,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",1.419173436,Populus,15.89,22.55066589,kill,W
PIST,59,UMBS,16,L,OS,6/21/2018,,D04W,D,D04,45.561677,-84.7037553,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.601105381,Pinus,12.5,7.513817259,kill,W
POGR,124,UMBS,16.1,L,OD,6/21/2018,,D04W,D,D04,45.561771,-84.703993,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",1.5027704,Populus,15.89,23.87902165,kill,W
POGR,55,UMBS,16.3,L,OD,6/21/2018,,D04W,D,D04,45.5616915,-84.7036923,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",1.545576708,Populus,15.89,24.55921389,kill,W
POGR,142,UMBS,16.6,L,OD,6/21/2018,,D04W,D,D04,45.5618804,-84.7039701,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",1.611052393,Populus,15.89,25.59962253,kill,W
POGR,53,UMBS,17,L,OD,6/21/2018,,D04W,D,D04,45.5616925,-84.7037109,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",1.700728777,Populus,15.89,27.02458027,kill,W
POGR,139,UMBS,18,L,OD,6/21/2018,,D04W,D,D04,45.561805,-84.7039056,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",1.936906753,Populus,15.89,30.7774483,kill,W
POGR,82,UMBS,18.2,L,OD,6/21/2018,,D04W,D,D04,45.5616268,-84.7038776,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",1.986214609,Populus,15.89,31.56095013,kill,W
POGR,21,UMBS,18.2,L,OD,6/21/2018,,D04W,D,D04,45.5618121,-84.7037777,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",1.986214609,Populus,15.89,31.56095013,kill,W
POGR,64,UMBS,18.6,L,OD,6/21/2018,,D04W,D,D04,45.5616579,-84.7038197,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",2.086919573,Populus,15.89,33.16115201,kill,W
ACRU,2,UMBS,18.7,L,OD,6/21/2018,0001-0005 SHARE BASE,D04W,D,D04,45.5617469,-84.7039051,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.391133646,Acer,19,64.43153928,live,W
POGR,137,UMBS,19.3,L,OD,6/21/2018,,D04W,D,D04,45.561851,-84.7040124,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",2.269899568,Populus,15.89,36.06870413,live,W
POGR,24,UMBS,19.6,L,OD,6/21/2018,,D04W,D,D04,45.561821,-84.7037553,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",2.350965882,Populus,15.89,37.35684786,live,W
POGR,18,UMBS,20.9,M,OD,6/21/2018,,D04W,D,D04,45.5618048,-84.703795,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",2.720799663,Populus,15.89,43.23350664,live,W
POGR,128,UMBS,21.3,L,OD,6/21/2018,,D04W,D,D04,45.5618022,-84.7040063,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",2.840713021,Populus,15.89,45.13892991,live,W
POGR,66,UMBS,23.1,L,OD,6/21/2018,,D04W,D,D04,45.5616415,-84.703848,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",3.416496801,Populus,15.89,54.28813417,live,W
POGR,44,UMBS,23.8,L,OD,6/21/2018,,D04W,D,D04,45.5617436,-84.7036774,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",3.656590625,Populus,15.89,58.10322503,live,W
POGR,135,UMBS,24.1,L,OD,6/21/2018,,D04W,D,D04,45.5618227,-84.7040191,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",3.76229232,Populus,15.89,59.78282496,live,W
POGR,88,UMBS,25.2,L,OD,6/21/2018,,D04W,D,D04,45.5616008,-84.7039754,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.164376571,Populus,15.89,66.17194371,live,W
POGR,127,UMBS,25.9,L,OD,6/21/2018,,D04W,D,D04,45.5617814,-84.7039647,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.432214064,Populus,15.89,70.42788147,live,W
PIST,62,UMBS,29,L,OD,6/21/2018,,D04W,D,D04,45.5617107,-84.7038905,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",1.771094642,Pinus,12.5,22.13868303,live,W
QURU,166,UMBS,50.6,L,OD,6/22/2018,,D04E,D,D04,45.5618451,-84.7031663,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",14.48038935,Quercus,14.2,205.6215288,kill,E
QURU,165,UMBS,47.8,L,OD,6/22/2018,,D04E,D,D04,45.5618769,-84.7031483,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",13.32934556,Quercus,14.2,189.2767069,kill,E
POGR,188,UMBS,42.3,M,OD,6/22/2018,,D04E,D,D04,45.5618027,-84.7034155,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",13.52969791,Populus,15.89,214.9868999,kill,E
QURU,205,UMBS,36.9,L,OD,6/22/2018,,D04E,D,D04,45.5619625,-84.7033465,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",9.146703478,Quercus,14.2,129.8831894,kill,E
POGR,195,UMBS,36.7,L,OD,6/22/2018,0194- 0195 SHARE BASE,D04E,D,D04,45.5618663,-84.7034734,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",9.794427601,Populus,15.89,155.6334546,kill,E
QURU,182,UMBS,34.5,L,OD,6/22/2018,,D04E,D,D04,45.5617264,-84.7034018,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",8.294076194,Quercus,14.2,117.775882,kill,E
POGR,191,UMBS,31.8,L,OD,6/22/2018,,D04E,D,D04,45.5618288,-84.7035324,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",7.069447313,Populus,15.89,112.3335178,kill,E
PIST,192,UMBS,31.6,M,OD,6/22/2018,,D04E,D,D04,45.5618279,-84.7035546,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",2.070122454,Pinus,12.5,25.87653068,kill,E
QURU,203,UMBS,29.6,L,OD,6/22/2018,0203- 0204 SHARE BASE,D04E,D,D04,45.5619712,-84.7033834,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",6.636982568,Quercus,14.2,94.24515246,kill,E
QURU,197,UMBS,27.7,L,OD,6/22/2018,,D04E,D,D04,45.5618765,-84.7034203,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",6.026279929,Quercus,14.2,85.57317499,kill,E
QURU,204,UMBS,27.7,L,OD,6/22/2018,0203- 0204 SHARE BASE,D04E,D,D04,45.5619761,-84.7033848,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",6.026279929,Quercus,14.2,85.57317499,kill,E
PIST,198,UMBS,26.8,M,OD,6/22/2018,,D04E,D,D04,45.5618832,-84.7034705,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",1.534565845,Pinus,12.5,19.18207306,kill,E
PIST,163,UMBS,24,L,OD,6/22/2018,,D04E,D,D04,45.5618782,-84.7031193,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",1.25576517,Pinus,12.5,15.69706462,kill,E
POGR,200,UMBS,22.7,L,OS,6/22/2018,,D04E,D,D04,45.5619477,-84.703484,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",3.283390893,Populus,15.89,52.17308129,live,E
PIST,190,UMBS,21.6,L,OS,6/22/2018,,D04E,D,D04,45.5618152,-84.7034686,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",1.036972103,Pinus,12.5,12.96215128,live,E
PIST,199,UMBS,21,L,OS,6/22/2018,,D04E,D,D04,45.5619087,-84.7034185,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.985228725,Pinus,12.5,12.31535906,live,E
